STATE,SALES_MONTH,CATEGORY_GROUP,TOTAL_DOLLARS
Washington,2023-06-01,Concentrates,7606025.63
Oklahoma,2023-06-01,Vapes,21299117.18
Manitoba,2023-06-01,Vapes,1270714.57
South Dakota,2023-06-01,Concentrates,333071.86
Mississippi,2023-06-01,Other,35984.15
Missouri,2023-06-01,Concentrates,5700869.82
New Mexico,2023-06-01,Other,1041592.82
Louisiana,2023-06-01,Edibles,363317.79
Maine,2023-06-01,Flower,21615354.45
British Columbia,2023-06-01,Flower,16082141.59
Washington,2023-06-01,Flower,22535614.44
British Columbia,2023-06-01,Pre-Rolls,16083877.68
Maryland,2023-06-01,Edibles,6308416.06
Yukon,2023-06-01,Concentrates,65479.66
Texas,2023-06-01,Other,228310.36
Utah,2023-06-01,Pre-Rolls,1898.66
Arkansas,2023-06-01,Vapes,5046126.60
New York,2023-06-01,Pre-Rolls,2314352.11
Oklahoma,2023-06-01,Pre-Rolls,13807778.19
British Columbia,2023-06-01,Vapes,8699818.60
Ohio,2023-06-01,Pre-Rolls,35361.53
Oklahoma,2023-06-01,Edibles,18734489.34
South Carolina,2023-06-01,Pre-Rolls,0.00
Alberta,2023-06-01,Vapes,10149555.09
Maryland,2023-06-01,Vapes,9168214.75
Montana,2023-06-01,Edibles,3631412.83
Newfoundland and Labrador,2023-06-01,Pre-Rolls,494904.97
British Columbia,2023-06-01,Edibles,3687255.56
Nova Scotia,2023-06-01,Flower,41159.24
Illinois,2023-06-01,Edibles,20627320.58
California,2023-06-01,Concentrates,22005991.95
Ontario,2023-06-01,Edibles,12152339.49
Virginia,2023-06-01,Vapes,3512575.82
Connecticut,2023-06-01,Pre-Rolls,2603128.80
Virginia,2023-06-01,Edibles,1389353.34
Rhode Island,2023-06-01,Other,109376.85
California,2023-06-01,Flower,132749497.74
Newfoundland and Labrador,2023-06-01,Other,231913.19
West Virginia,2023-06-01,Concentrates,580397.77
South Carolina,2023-06-01,Vapes,0.00
New Mexico,2023-06-01,Concentrates,1655451.59
Manitoba,2023-06-01,Concentrates,260287.08
Nunavut,2023-06-01,Flower,271812.20
North Dakota,2023-06-01,Vapes,329380.82
New Hampshire,2023-06-01,Other,103480.15
Massachusetts,2023-06-01,Edibles,21997036.47
Colorado,2023-06-01,Flower,88749036.74
Vermont,2023-06-01,Concentrates,169287.45
Northern Mariana Islands,2023-06-01,Vapes,0.00
Delaware,2023-06-01,Vapes,1114171.11
Colorado,2023-06-01,Concentrates,13762681.16
Nevada,2023-06-01,Concentrates,3016511.93
Nevada,2023-06-01,Vapes,15320962.88
Alaska,2023-06-01,Other,928205.32
North Dakota,2023-06-01,Edibles,80.70
Ontario,2023-06-01,Flower,69759397.11
Maine,2023-06-01,Vapes,5485052.07
Montana,2023-06-01,Concentrates,2838485.17
Mississippi,2023-06-01,Vapes,864680.04
Massachusetts,2023-06-01,Pre-Rolls,29836201.20
Nunavut,2023-06-01,Vapes,118416.52
Arizona,2023-06-01,Vapes,27248764.51
New Mexico,2023-06-01,Pre-Rolls,4986967.19
Montana,2023-06-01,Other,1740738.70
Louisiana,2023-06-01,Concentrates,186991.99
South Dakota,2023-06-01,Flower,1828652.15
Illinois,2023-06-01,Other,3083964.56
Pennsylvania,2023-06-01,Concentrates,9270513.79
South Carolina,2023-06-01,Edibles,0.00
Ohio,2023-06-01,Other,1928416.04
Delaware,2023-06-01,Other,261940.53
Maine,2023-06-01,Other,1614042.94
Virginia,2023-06-01,Other,605576.92
Michigan,2023-06-01,Other,2925883.95
Missouri,2023-06-01,Flower,59644516.16
New Brunswick,2023-06-01,Concentrates,24376.90
Nunavut,2023-06-01,Other,44049.71
New York,2023-06-01,Edibles,3610989.38
North Dakota,2023-06-01,Other,120276.55
Rhode Island,2023-06-01,Vapes,882827.66
Utah,2023-06-01,Edibles,1120882.88
Yukon,2023-06-01,Other,61794.08
Michigan,2023-06-01,Flower,119063791.54
Michigan,2023-06-01,Concentrates,17111134.60
Connecticut,2023-06-01,Edibles,2795784.53
Connecticut,2023-06-01,Vapes,7668445.44
Arkansas,2023-06-01,Flower,11715586.73
Pennsylvania,2023-06-01,Flower,44056278.32
Vermont,2023-06-01,Other,533707.62
Georgia,2023-06-01,Other,263520.04
British Columbia,2023-06-01,Other,3049889.66
Newfoundland and Labrador,2023-06-01,Concentrates,179629.56
Utah,2023-06-01,Concentrates,512309.40
Puerto Rico,2023-06-01,Concentrates,393759.19
Newfoundland and Labrador,2023-06-01,Flower,937961.19
Florida,2023-06-01,Pre-Rolls,9228664.10
New York,2023-06-01,Flower,6972633.84
California,2023-06-01,Pre-Rolls,61323872.22
Ohio,2023-06-01,Vapes,11345151.76
Hawaii,2023-06-01,Flower,1266203.19
New Hampshire,2023-06-01,Flower,253070.60
Saskatchewan,2023-06-01,Pre-Rolls,1183304.87
Hawaii,2023-06-01,Other,230094.33
Ontario,2023-06-01,Pre-Rolls,51013475.62
Oregon,2023-06-01,Concentrates,8353546.51
Hawaii,2023-06-01,Edibles,375707.40
California,2023-06-01,Other,40425527.75
Saskatchewan,2023-06-01,Concentrates,235382.21
Virginia,2023-06-01,Pre-Rolls,591364.85
Maine,2023-06-01,Pre-Rolls,6703440.76
Oklahoma,2023-06-01,Flower,55882066.73
Northern Mariana Islands,2023-06-01,Edibles,0.00
Ontario,2023-06-01,Vapes,26778499.07
Missouri,2023-06-01,Other,1635947.14
Colorado,2023-06-01,Pre-Rolls,205252.79
British Columbia,2023-06-01,Concentrates,2225928.79
Manitoba,2023-06-01,Other,612232.33
District of Columbia,2023-06-01,Concentrates,76264.11
Northern Mariana Islands,2023-06-01,Flower,0.00
Utah,2023-06-01,Vapes,3645156.85
Arizona,2023-06-01,Concentrates,7545405.15
Washington,2023-06-01,Edibles,9813991.54
Delaware,2023-06-01,Edibles,330972.63
Yukon,2023-06-01,Flower,346114.48
District of Columbia,2023-06-01,Flower,1787428.19
Louisiana,2023-06-01,Other,138193.74
Saskatchewan,2023-06-01,Edibles,335078.93
Texas,2023-06-01,Concentrates,41999.10
Arkansas,2023-06-01,Other,456035.94
Nova Scotia,2023-06-01,Vapes,42935.96
Utah,2023-06-01,Flower,3058177.99
Massachusetts,2023-06-01,Concentrates,5863119.98
New Mexico,2023-06-01,Vapes,11007685.71
Missouri,2023-06-01,Vapes,25052697.98
Oklahoma,2023-06-01,Concentrates,9324276.14
North Dakota,2023-06-01,Pre-Rolls,3008.03
Minnesota,2023-06-01,Concentrates,0.00
Nova Scotia,2023-06-01,Edibles,624628.15
Minnesota,2023-06-01,Other,359681.64
South Dakota,2023-06-01,Other,115172.39
South Dakota,2023-06-01,Edibles,148097.38
Alaska,2023-06-01,Concentrates,2008845.89
New Brunswick,2023-06-01,Edibles,188106.77
Northern Mariana Islands,2023-06-01,Other,0.00
Nunavut,2023-06-01,Pre-Rolls,137208.69
Newfoundland and Labrador,2023-06-01,Edibles,267182.67
New Jersey,2023-06-01,Vapes,16173113.20
Alaska,2023-06-01,Vapes,3631824.03
Nevada,2023-06-01,Flower,35072921.91
Saskatchewan,2023-06-01,Flower,2877079.00
Arkansas,2023-06-01,Concentrates,2143092.95
Nova Scotia,2023-06-01,Other,43764.04
Iowa,2023-06-01,Edibles,108677.73
New Hampshire,2023-06-01,Vapes,223525.32
Louisiana,2023-06-01,Vapes,464393.48
Connecticut,2023-06-01,Other,706459.90
New Hampshire,2023-06-01,Concentrates,71765.56
Illinois,2023-06-01,Concentrates,7289960.48
Minnesota,2023-06-01,Flower,2738543.88
Alaska,2023-06-01,Pre-Rolls,3654398.36
Connecticut,2023-06-01,Flower,8982023.74
Iowa,2023-06-01,Other,518313.53
Washington,2023-06-01,Other,2653729.20
Minnesota,2023-06-01,Pre-Rolls,394305.03
Florida,2023-06-01,Flower,68612370.35
Washington,2023-06-01,Pre-Rolls,12620244.98
Nunavut,2023-06-01,Concentrates,46003.91
Nova Scotia,2023-06-01,Pre-Rolls,17062.91
District of Columbia,2023-06-01,Edibles,192629.44
Oregon,2023-06-01,Vapes,19948431.62
Hawaii,2023-06-01,Vapes,907955.53
South Carolina,2023-06-01,Other,0.00
District of Columbia,2023-06-01,Pre-Rolls,261923.73
Arkansas,2023-06-01,Edibles,3055902.10
Arizona,2023-06-01,Edibles,8615322.55
Iowa,2023-06-01,Concentrates,106338.75
Yukon,2023-06-01,Vapes,153660.60
Puerto Rico,2023-06-01,Flower,56816120.89
Michigan,2023-06-01,Pre-Rolls,46015602.80
Texas,2023-06-01,Flower,143375.24
Texas,2023-06-01,Vapes,274135.35
Maine,2023-06-01,Concentrates,2904370.77
Mississippi,2023-06-01,Pre-Rolls,408778.48
Vermont,2023-06-01,Edibles,1407165.83
West Virginia,2023-06-01,Flower,3700645.13
Alberta,2023-06-01,Other,4873414.41
Saskatchewan,2023-06-01,Other,663491.48
Utah,2023-06-01,Other,523213.78
Ontario,2023-06-01,Other,11346190.94
Pennsylvania,2023-06-01,Vapes,33936133.60
Nova Scotia,2023-06-01,Concentrates,969909.12
West Virginia,2023-06-01,Edibles,0.00
Delaware,2023-06-01,Pre-Rolls,225046.45
Oregon,2023-06-01,Edibles,11682058.27
California,2023-06-01,Vapes,107024669.32
Colorado,2023-06-01,Other,2674650.75
West Virginia,2023-06-01,Vapes,1545888.62
Puerto Rico,2023-06-01,Other,374820.92
Yukon,2023-06-01,Edibles,27617.36
Alaska,2023-06-01,Edibles,2031139.61
Florida,2023-06-01,Vapes,40575229.89
Vermont,2023-06-01,Vapes,2383024.87
Michigan,2023-06-01,Vapes,54513682.03
New York,2023-06-01,Concentrates,115078.46
Maryland,2023-06-01,Other,1122589.33
Newfoundland and Labrador,2023-06-01,Vapes,357179.24
Oklahoma,2023-06-01,Other,7683906.16
Pennsylvania,2023-06-01,Other,5712086.25
Delaware,2023-06-01,Flower,1386085.69
Arizona,2023-06-01,Pre-Rolls,16111793.15
Montana,2023-06-01,Vapes,5796398.00
Illinois,2023-06-01,Vapes,36665831.93
Ohio,2023-06-01,Concentrates,1962350.67
Vermont,2023-06-01,Flower,3679523.76
Maine,2023-06-01,Edibles,6080180.64
Rhode Island,2023-06-01,Concentrates,499794.07
Rhode Island,2023-06-01,Pre-Rolls,693565.27
Maryland,2023-06-01,Flower,20213671.40
Rhode Island,2023-06-01,Flower,2934770.49
New Brunswick,2023-06-01,Other,49666.18
South Dakota,2023-06-01,Vapes,569393.74
Puerto Rico,2023-06-01,Pre-Rolls,1331.75
Manitoba,2023-06-01,Pre-Rolls,1804424.26
Iowa,2023-06-01,Vapes,480997.06
Hawaii,2023-06-01,Concentrates,344999.31
New York,2023-06-01,Other,1212101.18
California,2023-06-01,Edibles,39633920.03
Oregon,2023-06-01,Other,3905077.57
Minnesota,2023-06-01,Edibles,215481.67
Oregon,2023-06-01,Flower,27691242.73
Washington,2023-06-01,Vapes,21616893.89
Montana,2023-06-01,Flower,10561577.46
Manitoba,2023-06-01,Edibles,585449.56
Massachusetts,2023-07-01,Edibles,21712321.61
Maine,2023-07-01,Flower,21150120.60
New Mexico,2023-07-01,Concentrates,1978830.61
Nunavut,2023-07-01,Concentrates,43029.15
Illinois,2023-07-01,Flower,55413560.38
Ontario,2023-07-01,Pre-Rolls,55413456.06
Florida,2023-07-01,Edibles,17712717.91
Washington,2023-07-01,Other,2915733.92
Puerto Rico,2023-07-01,Other,385153.31
District of Columbia,2023-07-01,Vapes,463256.96
South Dakota,2023-07-01,Vapes,506656.10
Utah,2023-07-01,Flower,2741358.64
Puerto Rico,2023-07-01,Vapes,1588184.12
Utah,2023-07-01,Edibles,1126872.45
Ohio,2023-07-01,Vapes,10981345.71
Florida,2023-07-01,Concentrates,10728906.33
Oklahoma,2023-07-01,Vapes,21447899.40
Arkansas,2023-07-01,Vapes,4878173.43
Missouri,2023-07-01,Concentrates,6067396.56
Florida,2023-07-01,Pre-Rolls,9527285.35
Nevada,2023-07-01,Pre-Rolls,9542453.33
Nunavut,2023-07-01,Flower,259771.92
Puerto Rico,2023-07-01,Pre-Rolls,10501.82
Texas,2023-07-01,Vapes,285938.72
South Dakota,2023-07-01,Edibles,177003.05
Minnesota,2023-07-01,Vapes,1139756.54
New Mexico,2023-07-01,Pre-Rolls,5949215.79
Louisiana,2023-07-01,Pre-Rolls,181774.26
Louisiana,2023-07-01,Flower,4531781.14
New Brunswick,2023-07-01,Concentrates,56019.72
British Columbia,2023-07-01,Concentrates,2358004.95
South Carolina,2023-07-01,Concentrates,0.00
Mississippi,2023-07-01,Pre-Rolls,449691.91
Alberta,2023-07-01,Other,4114098.76
Ontario,2023-07-01,Concentrates,8238133.68
Connecticut,2023-07-01,Pre-Rolls,2585583.31
Arizona,2023-07-01,Concentrates,6597361.17
Maine,2023-07-01,Other,1789321.65
Minnesota,2023-07-01,Other,350322.37
Nunavut,2023-07-01,Vapes,107973.77
Montana,2023-07-01,Pre-Rolls,2581587.24
Puerto Rico,2023-07-01,Edibles,1252702.42
New Jersey,2023-07-01,Other,1333271.50
Missouri,2023-07-01,Vapes,26032936.34
California,2023-07-01,Other,10379641.90
Michigan,2023-07-01,Vapes,57618378.82
Oklahoma,2023-07-01,Other,7471989.91
New York,2023-07-01,Flower,8651826.68
Arkansas,2023-07-01,Pre-Rolls,586.03
Illinois,2023-07-01,Vapes,37076763.41
Connecticut,2023-07-01,Vapes,7655570.81
Alaska,2023-07-01,Edibles,1995058.83
Oregon,2023-07-01,Concentrates,8504171.16
South Carolina,2023-07-01,Pre-Rolls,0.00
Utah,2023-07-01,Pre-Rolls,1266.58
Minnesota,2023-07-01,Flower,2715454.25
South Carolina,2023-07-01,Edibles,0.00
Minnesota,2023-07-01,Edibles,255897.16
New Jersey,2023-07-01,Edibles,9143774.48
Colorado,2023-07-01,Edibles,9864402.30
Oregon,2023-07-01,Vapes,20354065.52
Illinois,2023-07-01,Concentrates,7487582.43
Nunavut,2023-07-01,Other,40026.76
Iowa,2023-07-01,Other,473057.22
Rhode Island,2023-07-01,Edibles,696991.98
Arkansas,2023-07-01,Flower,13129040.64
Oklahoma,2023-07-01,Edibles,18594918.57
South Dakota,2023-07-01,Other,134117.26
District of Columbia,2023-07-01,Pre-Rolls,241796.53
Montana,2023-07-01,Other,2052864.44
Arizona,2023-07-01,Flower,46114335.97
British Columbia,2023-07-01,Edibles,3883469.71
Ohio,2023-07-01,Edibles,7152160.90
Pennsylvania,2023-07-01,Concentrates,8962288.47
Minnesota,2023-07-01,Concentrates,0.00
Pennsylvania,2023-07-01,Flower,42445115.31
Yukon,2023-07-01,Pre-Rolls,256305.35
New Jersey,2023-07-01,Pre-Rolls,5974352.03
Saskatchewan,2023-07-01,Concentrates,231599.35
Maine,2023-07-01,Concentrates,3078177.19
Alaska,2023-07-01,Other,856311.21
Delaware,2023-07-01,Other,238796.92
New Jersey,2023-07-01,Flower,24107044.48
Vermont,2023-07-01,Concentrates,166734.08
New Jersey,2023-07-01,Concentrates,1100355.81
California,2023-07-01,Vapes,108109782.87
California,2023-07-01,Edibles,40521044.05
Nevada,2023-07-01,Edibles,6372651.44
Montana,2023-07-01,Vapes,6560395.81
North Dakota,2023-07-01,Pre-Rolls,216.18
Pennsylvania,2023-07-01,Vapes,34458342.37
District of Columbia,2023-07-01,Flower,1691134.72
Mississippi,2023-07-01,Flower,4110664.22
Delaware,2023-07-01,Vapes,1140117.99
Saskatchewan,2023-07-01,Pre-Rolls,1233198.45
Oregon,2023-07-01,Flower,28341768.61
West Virginia,2023-07-01,Edibles,0.00
Texas,2023-07-01,Pre-Rolls,66938.77
Newfoundland and Labrador,2023-07-01,Concentrates,198910.70
District of Columbia,2023-07-01,Concentrates,75612.38
North Dakota,2023-07-01,Other,111741.63
Arizona,2023-07-01,Other,1632350.07
New Mexico,2023-07-01,Flower,21716157.30
Nevada,2023-07-01,Vapes,15147185.58
Colorado,2023-07-01,Vapes,19413669.02
California,2023-07-01,Pre-Rolls,62590298.00
Connecticut,2023-07-01,Flower,9053168.11
Alaska,2023-07-01,Pre-Rolls,3388170.90
New York,2023-07-01,Pre-Rolls,3556786.18
Nova Scotia,2023-07-01,Other,45579.47
South Dakota,2023-07-01,Pre-Rolls,290766.67
New Brunswick,2023-07-01,Pre-Rolls,350636.28
New Hampshire,2023-07-01,Pre-Rolls,156488.24
Colorado,2023-07-01,Other,2406525.18
Maryland,2023-07-01,Other,1510703.32
Manitoba,2023-07-01,Vapes,1324185.58
Arizona,2023-07-01,Vapes,28123372.14
Washington,2023-07-01,Flower,24644979.59
Northern Mariana Islands,2023-07-01,Flower,0.00
Arkansas,2023-07-01,Concentrates,2131230.71
Newfoundland and Labrador,2023-07-01,Other,224799.31
Hawaii,2023-07-01,Flower,1201038.93
Mississippi,2023-07-01,Edibles,778953.82
British Columbia,2023-07-01,Pre-Rolls,17437774.10
Hawaii,2023-07-01,Concentrates,400010.81
North Dakota,2023-07-01,Flower,605885.43
Iowa,2023-07-01,Edibles,116533.77
North Dakota,2023-07-01,Vapes,387879.32
Hawaii,2023-07-01,Other,232072.03
Virginia,2023-07-01,Concentrates,488585.20
Connecticut,2023-07-01,Other,805901.33
New Mexico,2023-07-01,Edibles,6930243.56
Washington,2023-07-01,Vapes,23753660.26
Oklahoma,2023-07-01,Concentrates,9019295.76
Northern Mariana Islands,2023-07-01,Edibles,0.00
New York,2023-07-01,Concentrates,206384.62
New Brunswick,2023-07-01,Other,26172.11
Nova Scotia,2023-07-01,Vapes,44716.79
Massachusetts,2023-07-01,Other,4964759.13
Rhode Island,2023-07-01,Other,103529.67
Texas,2023-07-01,Other,241394.30
New York,2023-07-01,Edibles,4630196.47
Georgia,2023-07-01,Other,457787.90
Louisiana,2023-07-01,Edibles,423116.46
Virginia,2023-07-01,Pre-Rolls,727791.88
Vermont,2023-07-01,Vapes,2604429.76
Montana,2023-07-01,Concentrates,2967253.60
Manitoba,2023-07-01,Pre-Rolls,1950579.84
Maryland,2023-07-01,Edibles,10955898.34
Alberta,2023-07-01,Concentrates,1950418.73
Oklahoma,2023-07-01,Pre-Rolls,14404148.47
Mississippi,2023-07-01,Vapes,1037382.63
South Dakota,2023-07-01,Concentrates,364850.57
Michigan,2023-07-01,Flower,128812681.27
British Columbia,2023-07-01,Vapes,9156421.86
Alberta,2023-07-01,Vapes,10450996.54
Oklahoma,2023-07-01,Flower,57702180.47
Massachusetts,2023-07-01,Flower,59571231.61
Louisiana,2023-07-01,Concentrates,209147.76
District of Columbia,2023-07-01,Other,203515.30
Montana,2023-07-01,Edibles,3925179.96
Puerto Rico,2023-07-01,Concentrates,428707.44
Utah,2023-07-01,Vapes,3545946.24
Yukon,2023-07-01,Other,60117.73
Ontario,2023-07-01,Flower,73089956.64
West Virginia,2023-07-01,Flower,4422003.80
Vermont,2023-07-01,Flower,3652965.36
Michigan,2023-07-01,Concentrates,17681823.85
Oregon,2023-07-01,Edibles,11796368.47
Florida,2023-07-01,Vapes,42599861.67
Saskatchewan,2023-07-01,Edibles,353344.02
Virginia,2023-07-01,Edibles,1385570.62
Maryland,2023-07-01,Concentrates,2635110.68
Rhode Island,2023-07-01,Vapes,1075132.98
Maine,2023-07-01,Pre-Rolls,7220384.55
British Columbia,2023-07-01,Flower,16827866.06
Michigan,2023-07-01,Edibles,23895107.42
Michigan,2023-07-01,Other,3055802.16
Pennsylvania,2023-07-01,Pre-Rolls,0.62
Ohio,2023-07-01,Concentrates,1856439.80
Louisiana,2023-07-01,Vapes,528832.63
Arkansas,2023-07-01,Other,421659.34
Virginia,2023-07-01,Other,611365.28
Delaware,2023-07-01,Pre-Rolls,200164.06
Montana,2023-07-01,Flower,11660919.51
Nevada,2023-07-01,Concentrates,3026228.47
Ontario,2023-07-01,Vapes,28264527.60
Virginia,2023-07-01,Flower,5776436.81
Manitoba,2023-07-01,Flower,3038376.56
New Jersey,2023-07-01,Vapes,17419796.84
Missouri,2023-07-01,Flower,61317575.39
Maryland,2023-07-01,Flower,46823819.21
Oregon,2023-07-01,Pre-Rolls,11248520.07
Washington,2023-07-01,Edibles,10892718.00
Massachusetts,2023-07-01,Pre-Rolls,31344011.62
Ohio,2023-07-01,Other,1955247.04
Florida,2023-07-01,Other,4872093.34
New Brunswick,2023-07-01,Vapes,255072.53
Maryland,2023-07-01,Pre-Rolls,7580634.34
Pennsylvania,2023-07-01,Other,5784763.90
Florida,2023-07-01,Flower,68014382.99
Minnesota,2023-07-01,Pre-Rolls,377785.49
Delaware,2023-07-01,Edibles,328288.43
New Hampshire,2023-07-01,Other,103136.00
Arizona,2023-07-01,Pre-Rolls,15711448.08
Rhode Island,2023-07-01,Flower,3039656.51
Illinois,2023-07-01,Pre-Rolls,11864241.35
Utah,2023-07-01,Concentrates,718423.46
North Dakota,2023-07-01,Concentrates,74253.93
New Brunswick,2023-07-01,Flower,399980.60
New Hampshire,2023-07-01,Edibles,208469.91
Alaska,2023-07-01,Flower,6755560.69
Colorado,2023-07-01,Concentrates,36421379.28
South Carolina,2023-07-01,Vapes,0.00
Massachusetts,2023-07-01,Concentrates,6169183.50
Yukon,2023-07-01,Concentrates,65992.20
Northern Mariana Islands,2023-07-01,Other,0.00
Puerto Rico,2023-07-01,Flower,69427832.81
Ontario,2023-07-01,Edibles,12770941.99
Texas,2023-07-01,Flower,149548.23
Utah,2023-07-01,Other,707896.38
Louisiana,2023-07-01,Other,136717.68
South Dakota,2023-07-01,Flower,2017575.95
Arizona,2023-07-01,Edibles,7931438.22
Newfoundland and Labrador,2023-07-01,Vapes,332971.43
Maine,2023-07-01,Edibles,6599866.00
South Carolina,2023-07-01,Other,0.00
Colorado,2023-07-01,Pre-Rolls,2031648.39
Missouri,2023-07-01,Pre-Rolls,11577478.62
Ontario,2023-07-01,Other,11719721.81
Vermont,2023-07-01,Edibles,1501652.35
Ohio,2023-07-01,Pre-Rolls,31883.55
Iowa,2023-07-01,Vapes,546393.81
Newfoundland and Labrador,2023-07-01,Flower,1129929.62
Mississippi,2023-07-01,Other,164928.09
Vermont,2023-07-01,Other,563222.07
Alaska,2023-07-01,Concentrates,1755986.97
Nova Scotia,2023-07-01,Edibles,650535.07
Illinois,2023-07-01,Other,3123758.43
Nevada,2023-07-01,Flower,35520396.71
Colorado,2023-07-01,Flower,68687459.59
Alberta,2023-07-01,Pre-Rolls,13924007.58
Nunavut,2023-07-01,Edibles,9856.10
New York,2023-07-01,Other,1259889.45
Illinois,2023-07-01,Edibles,21312620.97
Delaware,2023-07-01,Flower,1200722.85
Oregon,2023-07-01,Other,3625787.37
District of Columbia,2023-07-01,Edibles,203543.08
Washington,2023-07-01,Pre-Rolls,14215943.54
Saskatchewan,2023-07-01,Vapes,1793943.76
Arkansas,2023-07-01,Edibles,3071425.78
Newfoundland and Labrador,2023-07-01,Pre-Rolls,610027.05
Alaska,2023-07-01,Vapes,3427887.17
Missouri,2023-07-01,Other,1661311.36
New Brunswick,2023-07-01,Edibles,123554.63
New York,2023-07-01,Vapes,9542590.24
Nova Scotia,2023-07-01,Concentrates,1010136.29
Hawaii,2023-07-01,Edibles,386863.92
Yukon,2023-07-01,Vapes,167767.19
Texas,2023-07-01,Edibles,220227.97
West Virginia,2023-07-01,Other,158095.42
Alberta,2023-07-01,Edibles,3063760.13
Manitoba,2023-07-01,Concentrates,261425.26
Michigan,2023-07-01,Pre-Rolls,47410772.82
Nova Scotia,2023-07-01,Flower,42866.04
South Carolina,2023-07-01,Flower,0.00
New Hampshire,2023-07-01,Concentrates,75004.72
Connecticut,2023-07-01,Concentrates,828473.33
Saskatchewan,2023-07-01,Flower,2982210.61
Yukon,2023-07-01,Edibles,30597.55
Washington,2023-07-01,Concentrates,8333466.96
Northern Mariana Islands,2023-07-01,Vapes,0.00
Massachusetts,2023-07-01,Vapes,33241854.04
Delaware,2023-07-01,Concentrates,241022.00
British Columbia,2023-07-01,Other,3221093.10
Saskatchewan,2023-07-01,Other,714615.25
Nevada,2023-07-01,Other,1517071.42
Manitoba,2023-07-01,Edibles,604128.86
California,2023-07-01,Concentrates,24716725.96
North Dakota,2023-07-01,Edibles,0.00
Nova Scotia,2023-07-01,Pre-Rolls,17770.61
Ohio,2023-07-01,Flower,21813984.07
Connecticut,2023-07-01,Edibles,2839390.91
Yukon,2023-07-01,Flower,359575.41
Iowa,2023-07-01,Concentrates,115828.97
Rhode Island,2023-07-01,Pre-Rolls,804947.51
New Hampshire,2023-07-01,Vapes,182000.58
Alberta,2023-07-01,Flower,15132438.27
West Virginia,2023-07-01,Concentrates,587376.30
New Mexico,2023-07-01,Vapes,10887262.74
Missouri,2023-07-01,Edibles,17496027.80
New Mexico,2023-07-01,Other,972910.97
West Virginia,2023-07-01,Vapes,1287969.08
Manitoba,2023-07-01,Other,652579.32
Pennsylvania,2023-07-01,Edibles,2669220.18
New Hampshire,2023-07-01,Flower,208138.78
California,2023-07-01,Flower,130724684.57
Nunavut,2023-07-01,Pre-Rolls,133589.20
Hawaii,2023-07-01,Vapes,908646.54
Newfoundland and Labrador,2023-07-01,Edibles,155298.50
Vermont,2023-07-01,Pre-Rolls,1352864.07
Maryland,2023-07-01,Vapes,18646027.74
Maine,2023-07-01,Vapes,5870477.74
Virginia,2023-07-01,Vapes,3539341.80
Texas,2023-07-01,Concentrates,43807.60
Rhode Island,2023-07-01,Concentrates,581818.42
Mississippi,2023-07-01,Concentrates,47119.26
Florida,2023-08-01,Edibles,17585382.73
California,2023-08-01,Edibles,40136117.12
Oregon,2023-08-01,Vapes,20417961.81
Delaware,2023-08-01,Edibles,324431.55
Ohio,2023-08-01,Other,1772188.98
Pennsylvania,2023-08-01,Pre-Rolls,0.25
Illinois,2023-08-01,Concentrates,7383885.27
Saskatchewan,2023-08-01,Concentrates,206647.69
New Brunswick,2023-08-01,Edibles,41661.12
Louisiana,2023-08-01,Vapes,591864.45
Arizona,2023-08-01,Concentrates,7338092.83
West Virginia,2023-08-01,Vapes,1260139.42
Minnesota,2023-08-01,Flower,2844461.65
Virginia,2023-08-01,Edibles,1338874.33
Ontario,2023-08-01,Edibles,13073412.08
New Brunswick,2023-08-01,Other,13385.79
Nevada,2023-08-01,Vapes,16295736.45
South Carolina,2023-08-01,Concentrates,0.00
Iowa,2023-08-01,Concentrates,154022.98
Yukon,2023-08-01,Other,62980.17
Ontario,2023-08-01,Vapes,29107903.36
New Hampshire,2023-08-01,Edibles,228336.97
District of Columbia,2023-08-01,Vapes,462579.39
Mississippi,2023-08-01,Edibles,874173.70
Mississippi,2023-08-01,Other,143136.15
New Mexico,2023-08-01,Other,776164.33
Arkansas,2023-08-01,Flower,13555236.11
Newfoundland and Labrador,2023-08-01,Other,261171.12
Maine,2023-08-01,Flower,23172513.34
Minnesota,2023-08-01,Pre-Rolls,437253.27
Michigan,2023-08-01,Other,3036346.90
British Columbia,2023-08-01,Edibles,3924151.82
Massachusetts,2023-08-01,Concentrates,6084446.18
Delaware,2023-08-01,Concentrates,255210.48
Arkansas,2023-08-01,Concentrates,2108877.31
Rhode Island,2023-08-01,Other,170500.58
Hawaii,2023-08-01,Other,241253.55
Oregon,2023-08-01,Flower,28407469.91
Arizona,2023-08-01,Vapes,28412774.87
Alaska,2023-08-01,Flower,7466957.62
New Brunswick,2023-08-01,Vapes,79211.27
District of Columbia,2023-08-01,Flower,1669434.90
Newfoundland and Labrador,2023-08-01,Concentrates,234400.78
New Jersey,2023-08-01,Concentrates,1554844.46
Utah,2023-08-01,Other,997328.79
Puerto Rico,2023-08-01,Flower,64443638.70
South Carolina,2023-08-01,Edibles,0.00
California,2023-08-01,Flower,128804334.08
Ohio,2023-08-01,Vapes,11040788.25
New Mexico,2023-08-01,Concentrates,2160348.18
Mississippi,2023-08-01,Vapes,1108861.96
Utah,2023-08-01,Concentrates,1166269.73
South Dakota,2023-08-01,Vapes,929024.76
Washington,2023-08-01,Vapes,24520139.27
