STATE,SALES_MONTH,CATEGORY_GROUP,TOTAL_DOLLARS
Georgia,2023-08-01,Other,568869.17
Vermont,2023-08-01,Flower,3835089.57
Maryland,2023-08-01,Concentrates,2780575.70
Delaware,2023-08-01,Other,243583.49
Mississippi,2023-08-01,Flower,4299954.50
Saskatchewan,2023-08-01,Flower,2959730.92
Texas,2023-08-01,Concentrates,45381.80
Alaska,2023-08-01,Pre-Rolls,3863049.47
British Columbia,2023-08-01,Concentrates,2372352.20
Hawaii,2023-08-01,Flower,1175635.70
British Columbia,2023-08-01,Other,3192828.89
Oklahoma,2023-08-01,Edibles,18160771.19
Washington,2023-08-01,Edibles,11222229.37
British Columbia,2023-08-01,Vapes,9213586.98
California,2023-08-01,Concentrates,23866027.20
Michigan,2023-08-01,Flower,126503214.47
Louisiana,2023-08-01,Flower,2280402.19
Minnesota,2023-08-01,Other,352386.57
Massachusetts,2023-08-01,Other,5074215.30
Nunavut,2023-08-01,Pre-Rolls,160139.23
Nunavut,2023-08-01,Concentrates,34282.99
Manitoba,2023-08-01,Flower,3114002.73
Connecticut,2023-08-01,Edibles,2999569.12
West Virginia,2023-08-01,Other,149118.05
South Dakota,2023-08-01,Edibles,307211.66
Oregon,2023-08-01,Concentrates,8280003.63
Northern Mariana Islands,2023-08-01,Flower,0.00
Hawaii,2023-08-01,Edibles,336310.96
Colorado,2023-08-01,Other,3213613.57
Virginia,2023-08-01,Vapes,3502183.55
Newfoundland and Labrador,2023-08-01,Edibles,143107.96
Puerto Rico,2023-08-01,Other,377489.60
Connecticut,2023-08-01,Flower,9865940.49
Vermont,2023-08-01,Other,546340.67
Missouri,2023-08-01,Vapes,25070561.36
Florida,2023-08-01,Flower,69139245.68
Arkansas,2023-08-01,Other,436596.69
Manitoba,2023-08-01,Concentrates,280278.32
Ontario,2023-08-01,Concentrates,8298585.05
British Columbia,2023-08-01,Flower,16953564.95
California,2023-08-01,Vapes,106684471.77
Michigan,2023-08-01,Edibles,23269354.23
Nova Scotia,2023-08-01,Edibles,673151.17
Louisiana,2023-08-01,Pre-Rolls,179358.12
Nunavut,2023-08-01,Flower,315376.03
New Jersey,2023-08-01,Pre-Rolls,6686935.17
Maryland,2023-08-01,Other,1375949.49
Saskatchewan,2023-08-01,Edibles,355930.73
Washington,2023-08-01,Flower,25004497.14
Ohio,2023-08-01,Edibles,7517085.97
Pennsylvania,2023-08-01,Other,5701709.42
Colorado,2023-08-01,Vapes,23098043.38
Montana,2023-08-01,Edibles,4134200.30
Delaware,2023-08-01,Pre-Rolls,219117.84
Yukon,2023-08-01,Concentrates,65351.75
North Dakota,2023-08-01,Flower,684439.94
Nevada,2023-08-01,Edibles,6603702.61
Manitoba,2023-08-01,Pre-Rolls,2007345.52
Oklahoma,2023-08-01,Flower,59732981.07
Alaska,2023-08-01,Other,962001.23
Arizona,2023-08-01,Other,1549825.21
New York,2023-08-01,Edibles,4989263.45
Missouri,2023-08-01,Pre-Rolls,11239698.87
Texas,2023-08-01,Edibles,227246.59
South Carolina,2023-08-01,Flower,0.00
Ontario,2023-08-01,Flower,73920345.72
California,2023-08-01,Other,10090246.05
Ohio,2023-08-01,Concentrates,1880958.70
New Brunswick,2023-08-01,Concentrates,17619.29
Illinois,2023-08-01,Flower,56081645.27
Arkansas,2023-08-01,Pre-Rolls,8960.00
New Brunswick,2023-08-01,Flower,111286.35
Puerto Rico,2023-08-01,Concentrates,395868.38
Yukon,2023-08-01,Vapes,194845.16
South Dakota,2023-08-01,Other,175906.71
Manitoba,2023-08-01,Vapes,1356037.07
Utah,2023-08-01,Vapes,4497379.74
Maryland,2023-08-01,Edibles,10886719.05
Michigan,2023-08-01,Pre-Rolls,49044086.41
Nova Scotia,2023-08-01,Concentrates,1045253.79
Illinois,2023-08-01,Other,3040584.85
Pennsylvania,2023-08-01,Vapes,36398098.16
Florida,2023-08-01,Other,4752205.95
Hawaii,2023-08-01,Concentrates,392184.33
New York,2023-08-01,Flower,8901669.34
West Virginia,2023-08-01,Concentrates,644700.85
Arkansas,2023-08-01,Edibles,3279984.02
Yukon,2023-08-01,Edibles,32323.56
Alaska,2023-08-01,Vapes,3726960.13
Nevada,2023-08-01,Pre-Rolls,9941851.86
Illinois,2023-08-01,Edibles,20589856.56
Arizona,2023-08-01,Flower,48404218.48
Pennsylvania,2023-08-01,Concentrates,9423445.91
California,2023-08-01,Pre-Rolls,62432241.35
New Jersey,2023-08-01,Flower,24140152.67
North Dakota,2023-08-01,Concentrates,131380.88
Vermont,2023-08-01,Concentrates,192885.28
Florida,2023-08-01,Pre-Rolls,9159573.27
Washington,2023-08-01,Concentrates,8359049.91
Oklahoma,2023-08-01,Vapes,21720218.00
West Virginia,2023-08-01,Edibles,0.00
Massachusetts,2023-08-01,Edibles,21480156.43
Newfoundland and Labrador,2023-08-01,Pre-Rolls,528278.71
Yukon,2023-08-01,Pre-Rolls,259057.79
Oklahoma,2023-08-01,Concentrates,9076034.32
Mississippi,2023-08-01,Pre-Rolls,265717.22
Colorado,2023-08-01,Flower,51764522.53
Alberta,2023-08-01,Edibles,3155064.12
Oklahoma,2023-08-01,Other,7294917.53
New Mexico,2023-08-01,Vapes,10718032.53
Ohio,2023-08-01,Pre-Rolls,27532.23
New York,2023-08-01,Concentrates,238257.36
Manitoba,2023-08-01,Edibles,619196.36
Saskatchewan,2023-08-01,Other,722617.92
Delaware,2023-08-01,Vapes,957439.52
Minnesota,2023-08-01,Vapes,1134394.46
Maine,2023-08-01,Vapes,6029962.99
Montana,2023-08-01,Pre-Rolls,2753036.63
New Mexico,2023-08-01,Pre-Rolls,5603159.40
Puerto Rico,2023-08-01,Edibles,1242002.70
Washington,2023-08-01,Other,2863864.68
Alberta,2023-08-01,Vapes,10118126.76
Nevada,2023-08-01,Flower,34804709.87
Vermont,2023-08-01,Pre-Rolls,1399389.08
District of Columbia,2023-08-01,Other,202944.57
New York,2023-08-01,Pre-Rolls,3363079.36
Maine,2023-08-01,Other,1792518.86
Nevada,2023-08-01,Other,1593440.52
South Carolina,2023-08-01,Vapes,0.00
South Carolina,2023-08-01,Pre-Rolls,0.00
New York,2023-08-01,Other,1264909.89
Massachusetts,2023-08-01,Flower,61574241.78
Massachusetts,2023-08-01,Vapes,33051066.58
Arizona,2023-08-01,Pre-Rolls,16899938.27
Northern Mariana Islands,2023-08-01,Other,0.00
New Brunswick,2023-08-01,Pre-Rolls,129628.51
Utah,2023-08-01,Pre-Rolls,3785.50
Ohio,2023-08-01,Flower,22053458.97
New Hampshire,2023-08-01,Vapes,238447.64
Minnesota,2023-08-01,Concentrates,0.00
Maryland,2023-08-01,Flower,48271844.57
North Dakota,2023-08-01,Edibles,0.00
District of Columbia,2023-08-01,Concentrates,81468.82
Nunavut,2023-08-01,Edibles,7791.55
South Dakota,2023-08-01,Pre-Rolls,395608.70
Yukon,2023-08-01,Flower,400801.78
Nova Scotia,2023-08-01,Vapes,46271.51
Virginia,2023-08-01,Pre-Rolls,813474.76
Iowa,2023-08-01,Edibles,118691.32
Saskatchewan,2023-08-01,Pre-Rolls,1298929.82
Alberta,2023-08-01,Other,4007472.85
Oregon,2023-08-01,Edibles,11578114.85
Northern Mariana Islands,2023-08-01,Edibles,0.00
Connecticut,2023-08-01,Concentrates,688537.76
Nova Scotia,2023-08-01,Flower,44356.25
New Jersey,2023-08-01,Edibles,9453530.62
Virginia,2023-08-01,Concentrates,411010.55
New Hampshire,2023-08-01,Flower,237111.69
Missouri,2023-08-01,Edibles,15944701.47
Delaware,2023-08-01,Flower,1116807.23
Rhode Island,2023-08-01,Pre-Rolls,953796.62
New Hampshire,2023-08-01,Other,114816.38
Missouri,2023-08-01,Concentrates,5858901.13
Rhode Island,2023-08-01,Edibles,776149.84
Newfoundland and Labrador,2023-08-01,Flower,1213414.37
Ontario,2023-08-01,Other,12348524.72
Hawaii,2023-08-01,Vapes,860290.37
Nova Scotia,2023-08-01,Other,47163.95
Rhode Island,2023-08-01,Vapes,1242261.56
Montana,2023-08-01,Concentrates,3077593.17
New Jersey,2023-08-01,Vapes,18177153.13
Arizona,2023-08-01,Edibles,8134093.40
Louisiana,2023-08-01,Edibles,480466.70
South Dakota,2023-08-01,Flower,2113569.10
Puerto Rico,2023-08-01,Vapes,1702641.28
Connecticut,2023-08-01,Other,829598.41
Texas,2023-08-01,Other,248776.66
Ontario,2023-08-01,Pre-Rolls,57580397.87
Arkansas,2023-08-01,Vapes,5251993.93
Washington,2023-08-01,Pre-Rolls,14697045.69
Nunavut,2023-08-01,Other,35667.17
Michigan,2023-08-01,Vapes,58221847.29
Florida,2023-08-01,Concentrates,11890715.61
Alberta,2023-08-01,Concentrates,1862961.86
North Dakota,2023-08-01,Other,128881.43
Massachusetts,2023-08-01,Pre-Rolls,32678030.45
Nova Scotia,2023-08-01,Pre-Rolls,18388.42
Maryland,2023-08-01,Vapes,20992689.95
Oregon,2023-08-01,Pre-Rolls,11160021.59
British Columbia,2023-08-01,Pre-Rolls,17350306.81
Pennsylvania,2023-08-01,Flower,42477847.02
Manitoba,2023-08-01,Other,828580.45
Utah,2023-08-01,Edibles,1426783.11
District of Columbia,2023-08-01,Edibles,226136.22
New Hampshire,2023-08-01,Concentrates,72096.94
Puerto Rico,2023-08-01,Pre-Rolls,276931.85
New Hampshire,2023-08-01,Pre-Rolls,148192.08
Colorado,2023-08-01,Concentrates,46926429.43
Maine,2023-08-01,Concentrates,3058756.23
Virginia,2023-08-01,Other,512615.80
Alberta,2023-08-01,Flower,15013093.99
Montana,2023-08-01,Flower,11464445.57
New Mexico,2023-08-01,Edibles,7027433.09
Missouri,2023-08-01,Other,1396981.61
Alberta,2023-08-01,Pre-Rolls,14337593.88
Texas,2023-08-01,Flower,154922.50
North Dakota,2023-08-01,Pre-Rolls,34474.99
Texas,2023-08-01,Vapes,296214.17
Rhode Island,2023-08-01,Flower,3183580.07
Minnesota,2023-08-01,Edibles,280862.41
Michigan,2023-08-01,Concentrates,17878635.21
Missouri,2023-08-01,Flower,60414408.29
Alaska,2023-08-01,Concentrates,2105033.53
South Carolina,2023-08-01,Other,0.00
Vermont,2023-08-01,Vapes,2644452.46
Iowa,2023-08-01,Vapes,509891.90
New York,2023-08-01,Vapes,10047395.75
Newfoundland and Labrador,2023-08-01,Vapes,421023.71
Utah,2023-08-01,Flower,2884783.47
Florida,2023-08-01,Vapes,42866270.48
Louisiana,2023-08-01,Concentrates,184677.47
New Mexico,2023-08-01,Flower,22468224.98
District of Columbia,2023-08-01,Pre-Rolls,262584.04
North Dakota,2023-08-01,Vapes,406755.15
Colorado,2023-08-01,Pre-Rolls,3021960.89
Louisiana,2023-08-01,Other,142042.59
Connecticut,2023-08-01,Vapes,7971159.49
Alaska,2023-08-01,Edibles,2086842.75
Virginia,2023-08-01,Flower,5764765.42
Saskatchewan,2023-08-01,Vapes,1842644.84
Iowa,2023-08-01,Other,500464.88
Maine,2023-08-01,Pre-Rolls,7272992.11
Maine,2023-08-01,Edibles,6609627.24
Mississippi,2023-08-01,Concentrates,97902.28
Colorado,2023-08-01,Edibles,5847540.54
Oklahoma,2023-08-01,Pre-Rolls,14395053.63
Nevada,2023-08-01,Concentrates,2992527.41
Connecticut,2023-08-01,Pre-Rolls,2769990.03
Rhode Island,2023-08-01,Concentrates,542516.33
Pennsylvania,2023-08-01,Edibles,2578872.40
Illinois,2023-08-01,Vapes,37380566.11
Illinois,2023-08-01,Pre-Rolls,12111154.40
Montana,2023-08-01,Other,2269241.88
Texas,2023-08-01,Pre-Rolls,69344.29
South Dakota,2023-08-01,Concentrates,473180.60
Nunavut,2023-08-01,Vapes,119251.14
Montana,2023-08-01,Vapes,6525522.90
Oregon,2023-08-01,Other,3635979.21
West Virginia,2023-08-01,Flower,4352616.57
New Jersey,2023-08-01,Other,1466047.31
Vermont,2023-08-01,Edibles,1612757.70
Maryland,2023-08-01,Pre-Rolls,8059232.89
West Virginia,2023-09-01,Other,196018.44
Puerto Rico,2023-09-01,Edibles,1349263.12
Ontario,2023-09-01,Concentrates,8289009.91
North Dakota,2023-09-01,Vapes,395072.48
Mississippi,2023-09-01,Flower,3754354.54
Newfoundland and Labrador,2023-09-01,Flower,1153820.62
Nova Scotia,2023-09-01,Edibles,720380.10
North Dakota,2023-09-01,Flower,665179.22
Hawaii,2023-09-01,Other,216237.94
Maine,2023-09-01,Pre-Rolls,7067187.15
Iowa,2023-09-01,Vapes,464115.48
Oklahoma,2023-09-01,Pre-Rolls,14687422.29
Yukon,2023-09-01,Edibles,33857.10
Alaska,2023-09-01,Flower,6516445.96
Massachusetts,2023-09-01,Vapes,32670070.57
Illinois,2023-09-01,Pre-Rolls,12107473.32
Rhode Island,2023-09-01,Other,155774.61
Nunavut,2023-09-01,Pre-Rolls,184682.34
Pennsylvania,2023-09-01,Pre-Rolls,3118.33
Newfoundland and Labrador,2023-09-01,Vapes,324890.75
Ohio,2023-09-01,Concentrates,1969417.48
South Carolina,2023-09-01,Pre-Rolls,0.00
Manitoba,2023-09-01,Vapes,1331940.75
California,2023-09-01,Pre-Rolls,59853526.36
Rhode Island,2023-09-01,Concentrates,519603.21
Minnesota,2023-09-01,Edibles,310443.35
Texas,2023-09-01,Edibles,243674.71
Montana,2023-09-01,Concentrates,3079792.32
New Brunswick,2023-09-01,Edibles,48392.23
New York,2023-09-01,Concentrates,507184.84
North Dakota,2023-09-01,Edibles,0.00
Washington,2023-09-01,Edibles,10971276.19
Connecticut,2023-09-01,Concentrates,612337.60
Arkansas,2023-09-01,Concentrates,1936552.90
Arizona,2023-09-01,Vapes,29123225.98
New Jersey,2023-09-01,Edibles,9704491.87
Illinois,2023-09-01,Flower,57026730.18
Virginia,2023-09-01,Edibles,1431815.89
Arizona,2023-09-01,Pre-Rolls,16290754.88
British Columbia,2023-09-01,Other,3261707.48
Oregon,2023-09-01,Vapes,20034619.69
Hawaii,2023-09-01,Edibles,348673.68
Alberta,2023-09-01,Pre-Rolls,13541119.45
Louisiana,2023-09-01,Vapes,745961.33
Michigan,2023-09-01,Edibles,22307031.29
Nevada,2023-09-01,Pre-Rolls,9617750.71
Nevada,2023-09-01,Edibles,6717320.59
Michigan,2023-09-01,Other,2926324.78
Florida,2023-09-01,Vapes,40059687.00
Hawaii,2023-09-01,Flower,1129656.13
New Hampshire,2023-09-01,Pre-Rolls,135456.25
West Virginia,2023-09-01,Edibles,0.00
Florida,2023-09-01,Pre-Rolls,8442196.67
Oregon,2023-09-01,Other,3759806.92
Mississippi,2023-09-01,Edibles,794280.50
Virginia,2023-09-01,Other,610191.23
Colorado,2023-09-01,Pre-Rolls,2675921.46
Nunavut,2023-09-01,Vapes,122615.18
Minnesota,2023-09-01,Concentrates,0.00
Montana,2023-09-01,Flower,11084914.70
Florida,2023-09-01,Other,4627528.62
New Mexico,2023-09-01,Concentrates,1990488.66
South Dakota,2023-09-01,Flower,2207566.17
Mississippi,2023-09-01,Other,294739.73
Mississippi,2023-09-01,Concentrates,69325.52
Virginia,2023-09-01,Flower,5670564.32
Florida,2023-09-01,Concentrates,11394187.16
Hawaii,2023-09-01,Concentrates,404937.80
Connecticut,2023-09-01,Other,676396.62
Arkansas,2023-09-01,Edibles,3025340.65
Michigan,2023-09-01,Flower,127434829.05
Puerto Rico,2023-09-01,Other,373449.83
Florida,2023-09-01,Flower,76648667.99
Ohio,2023-09-01,Edibles,7504521.96
Missouri,2023-09-01,Edibles,16181591.09
Connecticut,2023-09-01,Vapes,7956562.75
Arkansas,2023-09-01,Flower,12369585.18
Newfoundland and Labrador,2023-09-01,Edibles,217026.60
District of Columbia,2023-09-01,Other,180945.34
South Dakota,2023-09-01,Pre-Rolls,403468.36
Texas,2023-09-01,Pre-Rolls,74800.80
Texas,2023-09-01,Vapes,319522.76
Puerto Rico,2023-09-01,Concentrates,408830.46
Yukon,2023-09-01,Vapes,212703.71
South Carolina,2023-09-01,Flower,0.00
South Carolina,2023-09-01,Vapes,0.00
Vermont,2023-09-01,Flower,3987473.74
Utah,2023-09-01,Other,1167695.35
Michigan,2023-09-01,Vapes,55831373.16
Puerto Rico,2023-09-01,Vapes,1822152.93
Louisiana,2023-09-01,Edibles,675641.43
Alaska,2023-09-01,Vapes,3477298.35
Delaware,2023-09-01,Other,249566.10
Utah,2023-09-01,Concentrates,747504.59
Connecticut,2023-09-01,Flower,9967965.70
Manitoba,2023-09-01,Concentrates,289916.61
Northern Mariana Islands,2023-09-01,Edibles,0.00
Colorado,2023-09-01,Vapes,21500026.71
Arkansas,2023-09-01,Vapes,4808154.56
Saskatchewan,2023-09-01,Flower,3113282.51
North Dakota,2023-09-01,Concentrates,148430.66
Massachusetts,2023-09-01,Edibles,20589501.75
Montana,2023-09-01,Edibles,3767423.35
New Brunswick,2023-09-01,Other,16437.97
New Hampshire,2023-09-01,Edibles,196266.08
Michigan,2023-09-01,Pre-Rolls,50255259.06
District of Columbia,2023-09-01,Flower,1519829.08
Alaska,2023-09-01,Other,1050833.66
Virginia,2023-09-01,Concentrates,452109.40
Maryland,2023-09-01,Vapes,21415186.62
Nova Scotia,2023-09-01,Pre-Rolls,19678.72
District of Columbia,2023-09-01,Edibles,209705.83
British Columbia,2023-09-01,Flower,16177039.23
Maryland,2023-09-01,Concentrates,2614424.04
Louisiana,2023-09-01,Other,179795.77
West Virginia,2023-09-01,Concentrates,697070.80
Texas,2023-09-01,Other,266622.58
Nova Scotia,2023-09-01,Other,50473.19
Northern Mariana Islands,2023-09-01,Other,0.00
Ontario,2023-09-01,Edibles,12423420.89
California,2023-09-01,Flower,127659482.34
Alberta,2023-09-01,Flower,15438784.98
South Carolina,2023-09-01,Other,0.00
Manitoba,2023-09-01,Pre-Rolls,1982997.64
Nunavut,2023-09-01,Other,45536.76
Manitoba,2023-09-01,Edibles,589500.15
Nova Scotia,2023-09-01,Flower,47468.64
Massachusetts,2023-09-01,Pre-Rolls,30269228.79
Ohio,2023-09-01,Pre-Rolls,29434.22
Rhode Island,2023-09-01,Flower,3224453.03
Newfoundland and Labrador,2023-09-01,Concentrates,203073.93
Maryland,2023-09-01,Pre-Rolls,7737775.49
Yukon,2023-09-01,Concentrates,69510.71
Puerto Rico,2023-09-01,Flower,59540040.30
British Columbia,2023-09-01,Concentrates,2294891.90
New York,2023-09-01,Edibles,5063970.32
Colorado,2023-09-01,Concentrates,42865843.90
California,2023-09-01,Other,9923969.93
Maine,2023-09-01,Concentrates,3257028.33
Rhode Island,2023-09-01,Edibles,766126.28
Georgia,2023-09-01,Other,612182.87
Maine,2023-09-01,Flower,21278725.97
Nunavut,2023-09-01,Concentrates,38660.98
Louisiana,2023-09-01,Concentrates,184988.26
Washington,2023-09-01,Other,2869507.19
Alberta,2023-09-01,Concentrates,1929991.93
Pennsylvania,2023-09-01,Other,5332834.83
Delaware,2023-09-01,Flower,1048930.88
New Hampshire,2023-09-01,Other,94882.99
Saskatchewan,2023-09-01,Other,640313.60
New York,2023-09-01,Vapes,10138903.83
Pennsylvania,2023-09-01,Edibles,2954345.28
Arkansas,2023-09-01,Pre-Rolls,5217.72
Alberta,2023-09-01,Other,4416982.85
British Columbia,2023-09-01,Pre-Rolls,16315285.63
British Columbia,2023-09-01,Edibles,3677738.85
Washington,2023-09-01,Pre-Rolls,14357679.43
Ohio,2023-09-01,Flower,22843504.69
Virginia,2023-09-01,Vapes,3766247.00
South Dakota,2023-09-01,Other,197105.61
Newfoundland and Labrador,2023-09-01,Other,325330.01
Ontario,2023-09-01,Vapes,28274493.01
Saskatchewan,2023-09-01,Concentrates,232244.73
Alberta,2023-09-01,Edibles,3023581.20
Utah,2023-09-01,Flower,3011672.72
New Mexico,2023-09-01,Vapes,10645631.75
Missouri,2023-09-01,Other,1416092.45
New Mexico,2023-09-01,Other,1104339.55
Missouri,2023-09-01,Concentrates,5623249.17
Vermont,2023-09-01,Vapes,2704870.12
Saskatchewan,2023-09-01,Vapes,1756922.79
Utah,2023-09-01,Vapes,4639180.70
Iowa,2023-09-01,Other,477312.40
Yukon,2023-09-01,Flower,391143.44
Yukon,2023-09-01,Pre-Rolls,259056.67
New Mexico,2023-09-01,Edibles,6779109.51
Michigan,2023-09-01,Concentrates,17636674.12
Oregon,2023-09-01,Pre-Rolls,10806986.64
Maryland,2023-09-01,Other,1272961.82
Oklahoma,2023-09-01,Other,7552796.36
Pennsylvania,2023-09-01,Flower,42515550.86
Arizona,2023-09-01,Other,1468364.88
District of Columbia,2023-09-01,Pre-Rolls,230715.50
Maine,2023-09-01,Vapes,5756350.80
District of Columbia,2023-09-01,Vapes,461394.81
New York,2023-09-01,Pre-Rolls,3566331.19
Washington,2023-09-01,Flower,24786147.71
California,2023-09-01,Vapes,102969293.52
Colorado,2023-09-01,Edibles,6508517.10
Minnesota,2023-09-01,Vapes,1209124.08
Montana,2023-09-01,Pre-Rolls,2736145.27
New Jersey,2023-09-01,Pre-Rolls,6330170.63
Manitoba,2023-09-01,Flower,3076012.47
Nevada,2023-09-01,Concentrates,2928542.83
Minnesota,2023-09-01,Other,386967.88
Illinois,2023-09-01,Other,3229304.68
Newfoundland and Labrador,2023-09-01,Pre-Rolls,496077.75
Puerto Rico,2023-09-01,Pre-Rolls,95992.14
Utah,2023-09-01,Edibles,1393261.78
Massachusetts,2023-09-01,Flower,60590597.51
Ohio,2023-09-01,Other,1894613.60
Massachusetts,2023-09-01,Other,4765746.82
Iowa,2023-09-01,Concentrates,184720.13
New Hampshire,2023-09-01,Concentrates,62024.99
Oklahoma,2023-09-01,Vapes,22069182.51
South Dakota,2023-09-01,Concentrates,395949.10
New Jersey,2023-09-01,Vapes,18284122.33
Yukon,2023-09-01,Other,67300.16
Vermont,2023-09-01,Concentrates,212557.61
Vermont,2023-09-01,Other,640182.84
North Dakota,2023-09-01,Pre-Rolls,33521.91
Ontario,2023-09-01,Other,13117560.31
Northern Mariana Islands,2023-09-01,Flower,0.00
Nova Scotia,2023-09-01,Concentrates,1118589.83
New Brunswick,2023-09-01,Concentrates,19066.31
Montana,2023-09-01,Vapes,6489655.95
Florida,2023-09-01,Edibles,16265485.90
New Jersey,2023-09-01,Flower,26136945.44
Maine,2023-09-01,Other,1597650.23
Washington,2023-09-01,Concentrates,8341680.33
New Hampshire,2023-09-01,Flower,8549.96
Virginia,2023-09-01,Pre-Rolls,695871.05
New Brunswick,2023-09-01,Pre-Rolls,110905.95
Arizona,2023-09-01,Concentrates,7025775.35
Arizona,2023-09-01,Flower,50356869.23
Missouri,2023-09-01,Flower,56985085.15
Ontario,2023-09-01,Pre-Rolls,55555110.07
Vermont,2023-09-01,Pre-Rolls,1320339.10
British Columbia,2023-09-01,Vapes,8699905.54
Delaware,2023-09-01,Edibles,285133.72
District of Columbia,2023-09-01,Concentrates,68439.81
Rhode Island,2023-09-01,Pre-Rolls,1014152.51
Nunavut,2023-09-01,Flower,345732.83
Vermont,2023-09-01,Edibles,1590531.03
Washington,2023-09-01,Vapes,24467970.69
New Mexico,2023-09-01,Flower,22164818.12
Maine,2023-09-01,Edibles,6130840.13
Manitoba,2023-09-01,Other,764902.99
Nevada,2023-09-01,Flower,34095701.73
New Mexico,2023-09-01,Pre-Rolls,4953228.57
Illinois,2023-09-01,Concentrates,7328706.68
Ontario,2023-09-01,Flower,71567121.92
Missouri,2023-09-01,Vapes,26253826.75
California,2023-09-01,Edibles,38746159.36
Colorado,2023-09-01,Other,4902088.82
Pennsylvania,2023-09-01,Vapes,34723704.97
Mississippi,2023-09-01,Pre-Rolls,452711.28
Missouri,2023-09-01,Pre-Rolls,12191136.90
Rhode Island,2023-09-01,Vapes,1222872.60
Delaware,2023-09-01,Concentrates,260250.22
Maryland,2023-09-01,Edibles,10644826.50
Louisiana,2023-09-01,Flower,1548532.98
Nova Scotia,2023-09-01,Vapes,49517.88
Texas,2023-09-01,Flower,167112.76
Massachusetts,2023-09-01,Concentrates,5397765.92
Maryland,2023-09-01,Flower,47687510.57
Alberta,2023-09-01,Vapes,9995238.93
Minnesota,2023-09-01,Flower,2791720.83
Saskatchewan,2023-09-01,Edibles,316793.97
New Jersey,2023-09-01,Concentrates,1589047.58
Delaware,2023-09-01,Pre-Rolls,165781.73
South Dakota,2023-09-01,Vapes,1147196.12
New Brunswick,2023-09-01,Flower,138373.83
Nevada,2023-09-01,Vapes,15916188.97
Illinois,2023-09-01,Vapes,38160907.85
New Hampshire,2023-09-01,Vapes,212175.92
Oregon,2023-09-01,Flower,27760586.35
Arizona,2023-09-01,Edibles,8563052.39
California,2023-09-01,Concentrates,23086322.64
