STATE,SALES_MONTH,COUNT(DISTINCT( MASTER_ID))
Maryland,2025-08-01,105
Florida,2025-08-01,730
Montana,2025-08-01,420
British Columbia,2025-08-01,432
South Dakota,2025-08-01,67
Texas,2025-08-01,11
Ontario,2025-08-01,1654
Nevada,2025-08-01,117
North Dakota,2025-08-01,8
Arkansas,2025-08-01,40
Saskatchewan,2025-09-01,98
New Brunswick,2025-09-01,44
North Dakota,2025-09-01,8
Colorado,2025-09-01,671
Yukon,2025-09-01,5
New York,2025-09-01,552
Newfoundland and Labrador,2025-09-01,45
Manitoba,2025-09-01,116
Arkansas,2025-09-01,40
District of Columbia,2025-09-01,70
Hawaii,2025-09-01,25
Louisiana,2025-09-01,26
British Columbia,2025-09-01,434
North Carolina,2025-09-01,1
Arizona,2025-09-01,177
Michigan,2025-09-01,794
California,2025-09-01,1436
Nunavut,2025-09-01,2
New Jersey,2025-09-01,279
Texas,2025-09-01,11
West Virginia,2025-09-01,63
Virginia,2025-09-01,23
Minnesota,2025-09-01,61
Maryland,2025-09-01,107
Connecticut,2025-09-01,67
Vermont,2025-09-01,104
New Mexico,2025-09-01,569
South Dakota,2025-09-01,66
Ohio,2025-09-01,176
Maine,2025-09-01,235
Pennsylvania,2025-09-01,189
Delaware,2025-09-01,14
Utah,2025-09-01,18
Alberta,2025-09-01,759
Oklahoma,2025-09-01,1060
New Hampshire,2025-09-01,7
Missouri,2025-09-01,225
Iowa,2025-09-01,5
Montana,2025-09-01,419
Georgia,2025-09-01,18
Illinois,2025-09-01,260
Florida,2025-09-01,727
Alaska,2025-09-01,187
Washington,2025-09-01,469
Nova Scotia,2025-09-01,76
Rhode Island,2025-09-01,7
Puerto Rico,2025-09-01,271
Ontario,2025-09-01,1655
Nevada,2025-09-01,117
Mississippi,2025-09-01,178
Massachusetts,2025-09-01,419
Oregon,2025-09-01,697
Colorado,2025-10-01,670
Alaska,2025-10-01,187
Montana,2025-10-01,416
Pennsylvania,2025-10-01,190
Missouri,2025-10-01,224
New Mexico,2025-10-01,567
Virginia,2025-10-01,23
California,2025-10-01,1428
Utah,2025-10-01,18
Iowa,2025-10-01,5
Hawaii,2025-10-01,26
Arizona,2025-10-01,177
Nevada,2025-10-01,117
Delaware,2025-10-01,14
Nunavut,2025-10-01,2
Michigan,2025-10-01,791
Illinois,2025-10-01,261
British Columbia,2025-10-01,433
Nova Scotia,2025-10-01,76
North Carolina,2025-10-01,1
Oregon,2025-10-01,698
North Dakota,2025-10-01,8
South Dakota,2025-10-01,66
District of Columbia,2025-10-01,70
Maryland,2025-10-01,108
Washington,2025-10-01,468
Louisiana,2025-10-01,26
New Brunswick,2025-10-01,44
Minnesota,2025-10-01,64
West Virginia,2025-10-01,63
Ohio,2025-10-01,179
Saskatchewan,2025-10-01,99
Vermont,2025-10-01,104
Alberta,2025-10-01,763
New York,2025-10-01,575
Newfoundland and Labrador,2025-10-01,45
Ontario,2025-10-01,1648
Arkansas,2025-10-01,39
Oklahoma,2025-10-01,1047
Rhode Island,2025-10-01,7
Massachusetts,2025-10-01,420
Florida,2025-10-01,725
Texas,2025-10-01,11
New Jersey,2025-10-01,286
Maine,2025-10-01,234
Yukon,2025-10-01,5
Puerto Rico,2025-10-01,271
Georgia,2025-10-01,19
Connecticut,2025-10-01,68
New Hampshire,2025-10-01,7
Manitoba,2025-10-01,116
Mississippi,2025-10-01,177
North Carolina,2025-11-01,1
Oklahoma,2025-11-01,1024
New Hampshire,2025-11-01,7
Alaska,2025-11-01,187
New Brunswick,2025-11-01,45
New York,2025-11-01,588
Saskatchewan,2025-11-01,98
Colorado,2025-11-01,665
Illinois,2025-11-01,262
Washington,2025-11-01,465
Massachusetts,2025-11-01,420
Georgia,2025-11-01,19
Rhode Island,2025-11-01,7
Oregon,2025-11-01,696
Utah,2025-11-01,18
Manitoba,2025-11-01,116
Nova Scotia,2025-11-01,77
Texas,2025-11-01,11
Connecticut,2025-11-01,68
Ontario,2025-11-01,1613
Newfoundland and Labrador,2025-11-01,44
Hawaii,2025-11-01,25
South Dakota,2025-11-01,67
Louisiana,2025-11-01,27
Maryland,2025-11-01,108
Ohio,2025-11-01,184
Vermont,2025-11-01,102
Yukon,2025-11-01,5
Virginia,2025-11-01,23
Mississippi,2025-11-01,180
Pennsylvania,2025-11-01,191
West Virginia,2025-11-01,63
California,2025-11-01,1412
British Columbia,2025-11-01,430
North Dakota,2025-11-01,8
Puerto Rico,2025-11-01,271
Delaware,2025-11-01,14
Arizona,2025-11-01,176
Nevada,2025-11-01,117
Maine,2025-11-01,233
Montana,2025-11-01,419
Arkansas,2025-11-01,39
Missouri,2025-11-01,225
Iowa,2025-11-01,5
Nunavut,2025-11-01,1
Minnesota,2025-11-01,72
Michigan,2025-11-01,785
New Mexico,2025-11-01,556
Alberta,2025-11-01,766
Florida,2025-11-01,727
District of Columbia,2025-11-01,71
New Jersey,2025-11-01,292
Washington,2025-12-01,464
North Dakota,2025-12-01,8
New Jersey,2025-12-01,298
New Brunswick,2025-12-01,45
Kentucky,2025-12-01,1
New Hampshire,2025-12-01,7
South Dakota,2025-12-01,67
Alaska,2025-12-01,186
New Mexico,2025-12-01,555
Mississippi,2025-12-01,181
Arkansas,2025-12-01,37
North Carolina,2025-12-01,1
Nunavut,2025-12-01,1
Virginia,2025-12-01,23
Montana,2025-12-01,421
Iowa,2025-12-01,5
Nova Scotia,2025-12-01,77
Missouri,2025-12-01,226
Saskatchewan,2025-12-01,98
Oregon,2025-12-01,694
Maine,2025-12-01,232
Utah,2025-12-01,18
Florida,2025-12-01,729
Georgia,2025-12-01,19
Connecticut,2025-12-01,68
Newfoundland and Labrador,2025-12-01,44
District of Columbia,2025-12-01,71
Arizona,2025-12-01,176
Hawaii,2025-12-01,25
Ohio,2025-12-01,189
Manitoba,2025-12-01,114
Vermont,2025-12-01,101
Illinois,2025-12-01,262
Rhode Island,2025-12-01,8
Pennsylvania,2025-12-01,191
Yukon,2025-12-01,5
New York,2025-12-01,601
Ontario,2025-12-01,1614
Massachusetts,2025-12-01,422
Puerto Rico,2025-12-01,271
British Columbia,2025-12-01,432
Delaware,2025-12-01,14
Alberta,2025-12-01,768
Minnesota,2025-12-01,77
Maryland,2025-12-01,108
Nevada,2025-12-01,116
California,2025-12-01,1416
Louisiana,2025-12-01,28
Texas,2025-12-01,11
Oklahoma,2025-12-01,1012
Michigan,2025-12-01,781
Colorado,2025-12-01,665
West Virginia,2025-12-01,64
Mississippi,2026-01-01,181
Yukon,2026-01-01,5
North Carolina,2026-01-01,1
Minnesota,2026-01-01,83
Georgia,2026-01-01,21
Rhode Island,2026-01-01,8
Kentucky,2026-01-01,4
New Brunswick,2026-01-01,45
British Columbia,2026-01-01,434
Washington,2026-01-01,463
Louisiana,2026-01-01,28
California,2026-01-01,1418
New Mexico,2026-01-01,553
District of Columbia,2026-01-01,72
Arizona,2026-01-01,176
Utah,2026-01-01,18
Oregon,2026-01-01,694
Nunavut,2026-01-01,1
Ohio,2026-01-01,193
Illinois,2026-01-01,266
New Hampshire,2026-01-01,7
Hawaii,2026-01-01,25
Michigan,2026-01-01,777
Alberta,2026-01-01,773
New York,2026-01-01,621
Nevada,2026-01-01,116
Maine,2026-01-01,232
Virginia,2026-01-01,23
Pennsylvania,2026-01-01,192
Maryland,2026-01-01,110
Colorado,2026-01-01,666
Missouri,2026-01-01,227
Florida,2026-01-01,738
Manitoba,2026-01-01,114
West Virginia,2026-01-01,65
Saskatchewan,2026-01-01,98
Arkansas,2026-01-01,37
Alaska,2026-01-01,187
Connecticut,2026-01-01,68
Oklahoma,2026-01-01,1006
Newfoundland and Labrador,2026-01-01,44
New Jersey,2026-01-01,300
Texas,2026-01-01,11
Vermont,2026-01-01,102
Iowa,2026-01-01,5
Puerto Rico,2026-01-01,271
North Dakota,2026-01-01,8
Delaware,2026-01-01,14
Nova Scotia,2026-01-01,77
Ontario,2026-01-01,1621
South Dakota,2026-01-01,67
Massachusetts,2026-01-01,421
Montana,2026-01-01,418
Minnesota,2026-02-01,94
Oklahoma,2026-02-01,1002
South Dakota,2026-02-01,68
Louisiana,2026-02-01,28
Texas,2026-02-01,11
Pennsylvania,2026-02-01,192
Iowa,2026-02-01,5
Florida,2026-02-01,739
Delaware,2026-02-01,14
Massachusetts,2026-02-01,420
California,2026-02-01,1422
Mississippi,2026-02-01,183
Colorado,2026-02-01,664
New York,2026-02-01,637
New Mexico,2026-02-01,552
Alaska,2026-02-01,188
Georgia,2026-02-01,21
Ohio,2026-02-01,197
North Carolina,2026-02-01,1
Washington,2026-02-01,464
Arizona,2026-02-01,177
Puerto Rico,2026-02-01,266
District of Columbia,2026-02-01,70
Maryland,2026-02-01,110
Alberta,2026-02-01,777
Manitoba,2026-02-01,116
New Brunswick,2026-02-01,45
Hawaii,2026-02-01,26
Connecticut,2026-02-01,67
Oregon,2026-02-01,693
Vermont,2026-02-01,102
Nova Scotia,2026-02-01,77
Kentucky,2026-02-01,9
Maine,2026-02-01,230
Newfoundland and Labrador,2026-02-01,44
North Dakota,2026-02-01,8
Montana,2026-02-01,419
Illinois,2026-02-01,266
Arkansas,2026-02-01,37
New Hampshire,2026-02-01,7
British Columbia,2026-02-01,435
New Jersey,2026-02-01,302
West Virginia,2026-02-01,65
Nevada,2026-02-01,117
Rhode Island,2026-02-01,8
Utah,2026-02-01,18
Virginia,2026-02-01,23
Yukon,2026-02-01,5
Nunavut,2026-02-01,1
Saskatchewan,2026-02-01,98
Ontario,2026-02-01,1623
Michigan,2026-02-01,773
Missouri,2026-02-01,228
Rhode Island,2026-03-01,8
Nunavut,2026-03-01,1
Yukon,2026-03-01,5
Georgia,2026-03-01,21
Iowa,2026-03-01,5
Vermont,2026-03-01,102
Connecticut,2026-03-01,67
Colorado,2026-03-01,662
New Jersey,2026-03-01,305
Utah,2026-03-01,18
Alaska,2026-03-01,188
Missouri,2026-03-01,229
North Dakota,2026-03-01,8
Manitoba,2026-03-01,116
Mississippi,2026-03-01,183
Puerto Rico,2026-03-01,267
Oklahoma,2026-03-01,1002
Illinois,2026-03-01,267
Delaware,2026-03-01,14
New York,2026-03-01,653
Newfoundland and Labrador,2026-03-01,44
Texas,2026-03-01,13
Saskatchewan,2026-03-01,98
Arkansas,2026-03-01,37
District of Columbia,2026-03-01,68
Minnesota,2026-03-01,102
Ohio,2026-03-01,201
Louisiana,2026-03-01,28
Virginia,2026-03-01,23
Ontario,2026-03-01,1626
Washington,2026-03-01,466
Maryland,2026-03-01,111
British Columbia,2026-03-01,438
Arizona,2026-03-01,177
New Hampshire,2026-03-01,7
West Virginia,2026-03-01,65
Nova Scotia,2026-03-01,77
New Mexico,2026-03-01,553
Oregon,2026-03-01,691
Hawaii,2026-03-01,25
Alberta,2026-03-01,782
Montana,2026-03-01,419
Maine,2026-03-01,233
South Dakota,2026-03-01,68
North Carolina,2026-03-01,1
California,2026-03-01,1425
Florida,2026-03-01,741
Pennsylvania,2026-03-01,193
Kentucky,2026-03-01,9
Nevada,2026-03-01,117
Michigan,2026-03-01,777
Massachusetts,2026-03-01,421
New Brunswick,2026-03-01,46
Newfoundland and Labrador,2026-04-01,43
Alberta,2026-04-01,775
Georgia,2026-04-01,22
Arizona,2026-04-01,177
California,2026-04-01,1428
Oklahoma,2026-04-01,998
Ohio,2026-04-01,206
Maine,2026-04-01,235
Tennessee,2026-04-01,1
Oregon,2026-04-01,691
New York,2026-04-01,654
Colorado,2026-04-01,661
Hawaii,2026-04-01,25
Utah,2026-04-01,18
British Columbia,2026-04-01,433
Louisiana,2026-04-01,28
Montana,2026-04-01,420
North Carolina,2026-04-01,1
Florida,2026-04-01,745
Rhode Island,2026-04-01,8
Ontario,2026-04-01,1621
Massachusetts,2026-04-01,423
Mississippi,2026-04-01,183
Arkansas,2026-04-01,37
Nunavut,2026-04-01,1
Michigan,2026-04-01,778
New Mexico,2026-04-01,551
Saskatchewan,2026-04-01,98
Iowa,2026-04-01,5
West Virginia,2026-04-01,65
Nevada,2026-04-01,117
Vermont,2026-04-01,103
Delaware,2026-04-01,14
Texas,2026-04-01,13
New Hampshire,2026-04-01,7
Missouri,2026-04-01,228
Illinois,2026-04-01,269
Nova Scotia,2026-04-01,77
Minnesota,2026-04-01,107
New Brunswick,2026-04-01,46
Pennsylvania,2026-04-01,194
Kentucky,2026-04-01,10
Maryland,2026-04-01,114
Alaska,2026-04-01,187
Washington,2026-04-01,466
Virginia,2026-04-01,23
Manitoba,2026-04-01,115
South Dakota,2026-04-01,68
Connecticut,2026-04-01,68
District of Columbia,2026-04-01,71
Puerto Rico,2026-04-01,267
New Jersey,2026-04-01,306
North Dakota,2026-04-01,8
Yukon,2026-04-01,5
Mississippi,2026-05-01,182
Rhode Island,2026-05-01,8
Connecticut,2026-05-01,68
Maine,2026-05-01,235
West Virginia,2026-05-01,65
Washington,2026-05-01,466
North Carolina,2026-05-01,1
Delaware,2026-05-01,14
Montana,2026-05-01,418
South Dakota,2026-05-01,68
Texas,2026-05-01,13
Oklahoma,2026-05-01,997
Ontario,2026-05-01,1618
New Hampshire,2026-05-01,7
New Brunswick,2026-05-01,46
Florida,2026-05-01,747
Hawaii,2026-05-01,25
Arkansas,2026-05-01,37
Georgia,2026-05-01,22
Maryland,2026-05-01,115
Massachusetts,2026-05-01,421
Alaska,2026-05-01,187
Nunavut,2026-05-01,1
Utah,2026-05-01,18
Colorado,2026-05-01,657
Manitoba,2026-05-01,115
Minnesota,2026-05-01,107
District of Columbia,2026-05-01,70
Ohio,2026-05-01,206
Louisiana,2026-05-01,28
Yukon,2026-05-01,5
Michigan,2026-05-01,776
Saskatchewan,2026-05-01,98
Iowa,2026-05-01,5
Illinois,2026-05-01,269
New Jersey,2026-05-01,304
Virginia,2026-05-01,23
Missouri,2026-05-01,228
New York,2026-05-01,654
Nova Scotia,2026-05-01,77
Alberta,2026-05-01,775
California,2026-05-01,1425
New Mexico,2026-05-01,547
Puerto Rico,2026-05-01,267
Oregon,2026-05-01,691
Pennsylvania,2026-05-01,195
Tennessee,2026-05-01,1
Vermont,2026-05-01,103
Nevada,2026-05-01,117
British Columbia,2026-05-01,433
Arizona,2026-05-01,177
Newfoundland and Labrador,2026-05-01,43
Kentucky,2026-05-01,11
North Dakota,2026-05-01,8
