STATE,SALES_MONTH,COUNT(    DISTINCT MASTER_ID)
North Dakota,2024-07-01,8
New Hampshire,2025-09-01,8
Georgia,2024-10-01,5
Texas,2026-01-01,11
New Hampshire,2025-04-01,8
Iowa,2024-04-01,5
Nunavut,2024-05-01,2
South Carolina,2023-05-01,1
Michigan,2025-02-01,838
Colorado,2024-12-01,699
Ontario,2023-10-01,1670
Ontario,2025-05-01,1627
Massachusetts,2024-01-01,367
Alberta,2024-01-01,738
Oklahoma,2023-01-01,1771
California,2022-11-01,1568
California,2023-03-01,1622
New York,2026-03-01,628
Alberta,2025-01-01,737
British Columbia,2025-07-01,431
Ontario,2024-12-01,1613
New York,2024-04-01,209
Arizona,2026-03-01,175
Oklahoma,2025-07-01,1078
British Columbia,2024-09-01,430
Puerto Rico,2023-07-01,274
Arizona,2025-04-01,174
Montana,2023-09-01,373
Alberta,2023-03-01,763
New Mexico,2024-12-01,576
Saskatchewan,2024-02-01,105
Montana,2023-01-01,374
West Virginia,2026-03-01,66
Nevada,2023-11-01,115
Nevada,2024-01-01,115
Ohio,2025-03-01,139
District of Columbia,2025-06-01,61
Saskatchewan,2024-12-01,101
Vermont,2024-02-01,83
Florida,2025-07-01,725
Ontario,2025-06-01,1640
Oregon,2025-05-01,695
Maryland,2025-11-01,109
Ontario,2022-11-01,1591
Oregon,2023-02-01,748
Connecticut,2022-11-01,21
West Virginia,2025-07-01,63
Pennsylvania,2022-11-01,174
District of Columbia,2024-05-01,20
Florida,2025-11-01,727
Saskatchewan,2025-01-01,101
Connecticut,2024-11-01,55
Connecticut,2024-03-01,38
Minnesota,2023-04-01,40
Virginia,2024-01-01,23
New Brunswick,2023-06-01,22
South Dakota,2025-06-01,66
Nova Scotia,2023-07-01,12
Georgia,2026-02-01,18
District of Columbia,2023-11-01,16
Louisiana,2024-06-01,27
Arkansas,2024-04-01,40
Delaware,2026-01-01,15
Yukon,2022-11-01,6
New Brunswick,2024-04-01,23
Rhode Island,2025-08-01,8
New Hampshire,2022-09-01,8
Nunavut,2025-08-01,2
Texas,2024-11-01,5
Nunavut,2023-09-01,2
North Carolina,2024-11-01,1
Northern Mariana Islands,2023-06-01,1
Northern Mariana Islands,2023-10-01,1
Michigan,2025-06-01,827
Mississippi,2025-09-01,177
Oklahoma,2025-11-01,1010
Missouri,2023-11-01,204
Missouri,2023-02-01,199
Maine,2023-08-01,225
Arizona,2025-11-01,174
Colorado,2024-05-01,725
British Columbia,2026-01-01,433
Illinois,2023-04-01,130
Oklahoma,2023-08-01,1536
Pennsylvania,2025-02-01,190
Nevada,2024-07-01,116
Pennsylvania,2026-02-01,193
Oregon,2025-03-01,699
Colorado,2023-09-01,734
Nevada,2023-08-01,113
Maryland,2023-02-01,98
Saskatchewan,2023-12-01,105
Maine,2024-10-01,226
Ohio,2023-01-01,80
Nevada,2024-03-01,116
Pennsylvania,2023-11-01,184
New Mexico,2022-11-01,403
Maine,2022-12-01,280
Virginia,2025-06-01,24
South Dakota,2025-08-01,67
New Mexico,2022-10-01,350
Yukon,2024-10-01,6
South Dakota,2023-03-01,46
Connecticut,2023-05-01,25
Mississippi,2023-06-01,98
Florida,2025-02-01,723
New Jersey,2025-04-01,248
Mississippi,2024-09-01,163
Massachusetts,2023-12-01,365
Oklahoma,2024-04-01,1314
Newfoundland and Labrador,2024-01-01,41
Puerto Rico,2023-04-01,267
West Virginia,2024-10-01,61
Virginia,2025-12-01,24
New Hampshire,2023-02-01,8
Vermont,2024-12-01,95
Rhode Island,2026-02-01,9
Minnesota,2023-10-01,41
Louisiana,2024-10-01,30
Hawaii,2023-11-01,24
New Jersey,2023-01-01,47
Utah,2023-10-01,18
Virginia,2023-05-01,21
Texas,2026-03-01,13
North Dakota,2024-08-01,8
Rhode Island,2025-02-01,8
Virginia,2024-09-01,24
Utah,2025-08-01,18
Virginia,2023-01-01,20
Texas,2023-09-01,9
Texas,2025-06-01,11
New Hampshire,2025-01-01,8
Rhode Island,2024-01-01,8
Hawaii,2025-10-01,26
Rhode Island,2025-03-01,8
New Hampshire,2024-01-01,8
Georgia,2023-10-01,5
North Dakota,2024-05-01,8
New Hampshire,2026-02-01,8
Rhode Island,2024-10-01,8
Yukon,2025-12-01,5
Iowa,2025-05-01,5
South Carolina,2022-10-01,1
South Carolina,2022-09-01,1
South Carolina,2023-01-01,1
Northern Mariana Islands,2022-09-01,1
Michigan,2022-11-01,667
Maryland,2025-08-01,106
California,2024-03-01,1490
Oregon,2024-03-01,716
Pennsylvania,2025-05-01,193
New York,2024-06-01,234
Alaska,2025-09-01,187
Ohio,2025-09-01,176
Colorado,2023-08-01,739
Colorado,2024-06-01,723
Ontario,2023-03-01,1653
Oklahoma,2023-10-01,1497
Connecticut,2024-01-01,36
Michigan,2024-08-01,821
Michigan,2023-01-01,691
New York,2025-11-01,578
Oklahoma,2022-11-01,1836
Montana,2024-12-01,393
Nevada,2025-09-01,117
Massachusetts,2023-07-01,349
Arizona,2023-01-01,161
Pennsylvania,2025-04-01,193
Montana,2024-11-01,392
New Mexico,2024-10-01,590
Massachusetts,2022-12-01,334
Virginia,2025-07-01,24
Maine,2026-03-01,228
Puerto Rico,2026-02-01,269
Manitoba,2026-02-01,119
West Virginia,2023-06-01,57
Manitoba,2024-12-01,112
South Dakota,2025-03-01,64
Nova Scotia,2024-03-01,14
Florida,2024-06-01,680
Florida,2022-12-01,574
Illinois,2025-10-01,261
Massachusetts,2023-11-01,359
Missouri,2022-10-01,194
Montana,2022-10-01,356
British Columbia,2023-03-01,434
New York,2022-12-01,81
New Brunswick,2026-03-01,28
Ohio,2022-11-01,69
Louisiana,2025-04-01,33
Louisiana,2023-11-01,22
South Dakota,2025-05-01,65
Minnesota,2022-12-01,38
New Hampshire,2023-07-01,8
Texas,2025-04-01,11
Delaware,2023-04-01,12
Rhode Island,2025-06-01,8
Hawaii,2023-05-01,22
Connecticut,2023-04-01,25
Yukon,2026-02-01,5
Rhode Island,2023-04-01,8
Delaware,2026-03-01,15
Delaware,2024-01-01,13
Rhode Island,2024-03-01,8
Iowa,2023-05-01,5
Nova Scotia,2024-11-01,16
Delaware,2024-08-01,14
Georgia,2025-03-01,5
Nunavut,2023-05-01,2
Northern Mariana Islands,2023-09-01,1
North Carolina,2025-10-01,1
North Carolina,2024-09-01,1
Michigan,2025-10-01,788
Maryland,2024-06-01,101
Colorado,2024-11-01,699
Washington,2025-03-01,469
Michigan,2024-11-01,830
Washington,2025-06-01,469
Arizona,2025-02-01,172
California,2024-06-01,1505
Ontario,2026-02-01,1617
Washington,2024-09-01,472
Washington,2024-01-01,470
Washington,2025-04-01,470
British Columbia,2024-02-01,432
Oklahoma,2022-09-01,1789
Ohio,2024-08-01,130
New York,2025-02-01,401
California,2025-02-01,1483
Massachusetts,2025-12-01,426
Oklahoma,2025-12-01,999
Michigan,2023-02-01,699
Ohio,2025-01-01,136
Puerto Rico,2024-06-01,292
Alberta,2024-03-01,778
Vermont,2025-02-01,98
New Jersey,2025-06-01,262
Puerto Rico,2023-02-01,269
Massachusetts,2023-09-01,355
Vermont,2024-04-01,82
Maine,2024-02-01,221
Manitoba,2025-07-01,117
Puerto Rico,2023-08-01,283
Manitoba,2023-02-01,101
District of Columbia,2026-03-01,67
Virginia,2023-03-01,21
Nova Scotia,2025-03-01,17
Minnesota,2023-05-01,40
Georgia,2025-11-01,16
Illinois,2025-08-01,260
Michigan,2026-02-01,777
Saskatchewan,2022-10-01,106
Montana,2025-05-01,417
New York,2025-07-01,508
Alaska,2023-09-01,165
Alaska,2023-02-01,168
District of Columbia,2025-02-01,36
Alaska,2023-07-01,163
Connecticut,2023-09-01,28
Arkansas,2022-09-01,41
Saskatchewan,2024-07-01,101
Mississippi,2025-03-01,167
Louisiana,2023-09-01,22
Louisiana,2025-08-01,33
Manitoba,2024-03-01,106
South Dakota,2026-03-01,68
Maine,2022-10-01,275
Florida,2023-04-01,601
Florida,2025-05-01,733
Mississippi,2025-02-01,171
New Mexico,2024-06-01,602
Minnesota,2026-03-01,95
Puerto Rico,2022-12-01,265
Illinois,2022-12-01,116
Arkansas,2024-05-01,41
Connecticut,2025-09-01,68
Louisiana,2024-08-01,28
Utah,2025-06-01,18
South Dakota,2024-07-01,68
New Hampshire,2025-05-01,8
Newfoundland and Labrador,2025-11-01,44
New Brunswick,2024-03-01,23
Yukon,2023-08-01,6
Louisiana,2023-04-01,20
District of Columbia,2022-12-01,17
Virginia,2024-08-01,24
New Hampshire,2023-08-01,8
Delaware,2022-11-01,11
Yukon,2025-10-01,5
Iowa,2024-03-01,5
Utah,2025-02-01,18
North Dakota,2024-04-01,8
Rhode Island,2025-05-01,8
Mississippi,2022-09-01,5
Iowa,2025-06-01,5
Nunavut,2025-05-01,2
Texas,2024-06-01,5
Northern Mariana Islands,2023-02-01,1
South Carolina,2024-01-01,1
Arizona,2023-08-01,169
Ontario,2024-11-01,1605
Illinois,2025-02-01,245
Maryland,2025-02-01,102
Saskatchewan,2025-07-01,97
Missouri,2026-01-01,225
Oklahoma,2023-02-01,1691
Maryland,2026-03-01,111
Colorado,2025-10-01,669
Alberta,2025-06-01,754
Montana,2024-05-01,392
Washington,2022-11-01,476
California,2025-07-01,1460
Illinois,2026-02-01,266
Vermont,2024-01-01,81
Massachusetts,2025-09-01,422
Alberta,2023-11-01,734
Oregon,2025-08-01,698
Maine,2023-06-01,234
Pennsylvania,2024-11-01,187
Vermont,2026-03-01,102
Alberta,2023-01-01,725
Oklahoma,2023-11-01,1493
Montana,2025-03-01,405
Pennsylvania,2025-12-01,192
Mississippi,2023-05-01,95
Puerto Rico,2023-11-01,284
Montana,2024-04-01,394
West Virginia,2024-01-01,60
Saskatchewan,2022-09-01,104
South Dakota,2025-12-01,67
Florida,2025-04-01,728
Florida,2025-06-01,735
Florida,2023-11-01,627
Massachusetts,2024-08-01,397
New Jersey,2025-11-01,291
Ohio,2024-11-01,131
Montana,2025-08-01,416
District of Columbia,2025-05-01,57
South Dakota,2024-08-01,67
Minnesota,2025-07-01,70
Mississippi,2023-12-01,137
Connecticut,2025-11-01,69
New Brunswick,2024-06-01,24
Alaska,2023-05-01,164
Louisiana,2023-06-01,20
Florida,2023-06-01,611
Manitoba,2024-11-01,112
District of Columbia,2025-11-01,66
Saskatchewan,2024-08-01,100
New Brunswick,2022-09-01,20
Florida,2022-11-01,558
West Virginia,2025-05-01,64
Florida,2023-12-01,633
Delaware,2025-09-01,15
Connecticut,2024-07-01,45
Vermont,2024-06-01,84
Newfoundland and Labrador,2023-09-01,41
Rhode Island,2023-12-01,8
District of Columbia,2024-02-01,18
West Virginia,2023-09-01,57
New Brunswick,2023-07-01,22
Nova Scotia,2025-10-01,17
Virginia,2024-05-01,23
Iowa,2022-10-01,5
District of Columbia,2025-04-01,55
Vermont,2022-10-01,22
District of Columbia,2024-07-01,19
Delaware,2022-10-01,10
Yukon,2024-05-01,6
District of Columbia,2023-02-01,16
Utah,2024-06-01,18
Utah,2024-01-01,18
Iowa,2023-08-01,5
New Hampshire,2024-02-01,8
North Dakota,2023-11-01,8
