STATE,SALES_MONTH,TOTAL_DOLLARS
Nunavut,2025-01-01,1384370.99
Virginia,2025-01-01,14904500.60
Maine,2025-01-01,40686340.56
Newfoundland and Labrador,2025-01-01,5119427.51
Alberta,2025-01-01,69201066.35
Rhode Island,2025-01-01,7446819.87
Connecticut,2025-01-01,23737831.58
New Hampshire,2025-01-01,840718.46
Nevada,2025-01-01,65293150.48
New Brunswick,2025-01-01,1962256.88
Alaska,2025-01-01,18076278.32
Montana,2025-01-01,26484080.69
Oregon,2025-01-01,78214596.06
Colorado,2025-01-01,111102568.27
Texas,2025-01-01,227796.15
Mississippi,2025-01-01,12505576.58
Iowa,2025-01-01,1167128.00
West Virginia,2025-01-01,10510850.12
Arkansas,2025-01-01,23664148.57
Oklahoma,2025-01-01,123245156.04
Hawaii,2025-01-01,2900579.53
Ohio,2025-01-01,81597925.27
North Carolina,2025-01-01,3630247.05
North Dakota,2025-01-01,1476953.93
Washington,2025-01-01,97539831.03
Georgia,2025-01-01,935411.28
British Columbia,2025-01-01,62434538.85
Florida,2025-01-01,169614187.13
New Jersey,2025-01-01,95800640.80
Massachusetts,2025-01-01,148618958.23
Arizona,2025-01-01,109384154.72
North Carolina,2025-02-01,4096168.96
Virginia,2025-02-01,13852318.23
Puerto Rico,2025-02-01,11704172.56
Oklahoma,2025-02-01,113024502.89
Arkansas,2025-02-01,22002113.24
Georgia,2025-02-01,872118.47
Maryland,2025-02-01,88673314.65
Oregon,2025-02-01,72708347.06
Montana,2025-02-01,24593912.59
California,2025-02-01,311482048.85
New Mexico,2025-02-01,44888830.57
Saskatchewan,2025-02-01,10526435.04
Yukon,2025-02-01,209225.59
Minnesota,2025-02-01,5930317.66
North Dakota,2025-02-01,1326411.14
Missouri,2025-02-01,117339047.60
Massachusetts,2025-02-01,136929163.29
Colorado,2025-02-01,103606045.45
Michigan,2025-02-01,243576515.52
Rhode Island,2025-02-01,7232427.19
Ontario,2025-02-01,171111740.60
Utah,2025-02-01,14118160.45
Mississippi,2025-02-01,11775636.53
Nevada,2025-02-01,61939040.03
Alberta,2025-02-01,61973546.46
Nova Scotia,2025-02-01,633471.57
Florida,2025-02-01,162179761.00
British Columbia,2025-02-01,63590105.18
Washington,2025-02-01,89204133.52
Nunavut,2025-02-01,1162633.96
Ohio,2025-02-01,78638826.33
New Hampshire,2025-02-01,725286.05
Vermont,2025-02-01,11385224.80
Alaska,2025-02-01,16808109.78
South Dakota,2025-02-01,5833216.25
West Virginia,2025-02-01,11409820.73
Illinois,2025-02-01,123888792.09
Maine,2025-02-01,38422038.00
Connecticut,2025-02-01,22260762.32
Texas,2025-02-01,218470.82
Pennsylvania,2025-02-01,91800962.92
Iowa,2025-02-01,1097592.89
New Brunswick,2025-02-01,1774593.02
Louisiana,2025-02-01,13551982.06
Arizona,2025-02-01,103262609.22
Manitoba,2025-02-01,11293424.42
District of Columbia,2025-02-01,2932518.87
Delaware,2025-02-01,1980560.06
New Jersey,2025-02-01,89196573.18
New York,2025-02-01,117708344.85
Hawaii,2025-02-01,2778980.96
Newfoundland and Labrador,2025-02-01,4761645.23
Arkansas,2025-03-01,25125069.28
Ohio,2025-03-01,85071432.62
Washington,2025-03-01,101012964.02
Florida,2025-03-01,171668187.18
West Virginia,2025-03-01,8568206.85
Oregon,2025-03-01,80306712.05
New Brunswick,2025-03-01,1769184.70
New York,2025-03-01,135867387.05
Louisiana,2025-03-01,15640049.58
Yukon,2025-03-01,205625.39
Nunavut,2025-03-01,1710014.97
Saskatchewan,2025-03-01,10761666.16
California,2025-03-01,347286004.43
Texas,2025-03-01,257952.48
District of Columbia,2025-03-01,3598337.32
Alberta,2025-03-01,66552938.05
Rhode Island,2025-03-01,7940655.59
Alaska,2025-03-01,18379215.59
Maine,2025-03-01,41701672.51
Georgia,2025-03-01,952563.89
Arizona,2025-03-01,109642860.17
Missouri,2025-03-01,132112936.23
South Dakota,2025-03-01,6130212.72
North Dakota,2025-03-01,1478524.32
Connecticut,2025-03-01,24414468.88
Montana,2025-03-01,26730555.92
Newfoundland and Labrador,2025-03-01,5458934.92
Vermont,2025-03-01,11959940.34
Colorado,2025-03-01,118220729.92
Iowa,2025-03-01,1187322.59
New Hampshire,2025-03-01,764970.37
Delaware,2025-03-01,1743845.14
Ontario,2025-03-01,181264917.81
Nova Scotia,2025-03-01,692057.53
British Columbia,2025-03-01,58403375.32
Mississippi,2025-03-01,13408433.86
Puerto Rico,2025-03-01,10956419.81
Massachusetts,2025-03-01,151785044.74
New Mexico,2025-03-01,49922637.10
Oklahoma,2025-03-01,118108784.20
Virginia,2025-03-01,14592834.40
Pennsylvania,2025-03-01,95913140.75
Michigan,2025-03-01,278741678.65
Hawaii,2025-03-01,3102359.69
North Carolina,2025-03-01,4970427.87
New Jersey,2025-03-01,97518877.95
Utah,2025-03-01,14917607.76
Nevada,2025-03-01,68238076.94
Manitoba,2025-03-01,11886994.40
Illinois,2025-03-01,137264366.02
Minnesota,2025-03-01,6965981.31
Maryland,2025-03-01,98796538.60
New Mexico,2025-04-01,49245363.97
North Dakota,2025-04-01,1514709.50
Nevada,2025-04-01,67791482.77
Newfoundland and Labrador,2025-04-01,5533713.00
Pennsylvania,2025-04-01,99391647.87
Colorado,2025-04-01,114131361.30
Alberta,2025-04-01,68746356.27
New Hampshire,2025-04-01,806832.26
Delaware,2025-04-01,1748105.73
Maine,2025-04-01,41294216.09
Utah,2025-04-01,15132533.19
Texas,2025-04-01,242262.64
Alaska,2025-04-01,17898507.57
Connecticut,2025-04-01,24017826.69
Ontario,2025-04-01,186523732.58
Arkansas,2025-04-01,25001345.07
Michigan,2025-04-01,272273881.12
California,2025-04-01,344171446.44
Arizona,2025-04-01,109031513.68
South Dakota,2025-04-01,6130597.27
West Virginia,2025-04-01,8051195.65
Montana,2025-04-01,26546600.00
Hawaii,2025-04-01,3103751.68
Virginia,2025-04-01,14925687.67
Iowa,2025-04-01,1234564.23
Nova Scotia,2025-04-01,699543.75
Massachusetts,2025-04-01,149722326.73
District of Columbia,2025-04-01,4869509.05
Saskatchewan,2025-04-01,10643683.45
Illinois,2025-04-01,134315634.47
Rhode Island,2025-04-01,8370161.32
Florida,2025-04-01,174523908.16
New York,2025-04-01,146607776.54
Mississippi,2025-04-01,14329326.40
Ohio,2025-04-01,86798436.86
Washington,2025-04-01,98489783.20
Oklahoma,2025-04-01,118889436.99
Manitoba,2025-04-01,12823312.97
Maryland,2025-04-01,98236219.69
North Carolina,2025-04-01,4131684.99
Nunavut,2025-04-01,1140021.14
Minnesota,2025-04-01,7040547.30
Missouri,2025-04-01,127087983.57
Vermont,2025-04-01,12317140.27
British Columbia,2025-04-01,74995616.25
New Brunswick,2025-04-01,1914800.96
Yukon,2025-04-01,214347.10
Oregon,2025-04-01,80640618.71
New Jersey,2025-04-01,93038414.62
Georgia,2025-04-01,983024.13
Louisiana,2025-04-01,15911737.73
Puerto Rico,2025-04-01,10623575.19
New Mexico,2025-05-01,50428557.34
Connecticut,2025-05-01,25507566.85
North Dakota,2025-05-01,1533860.77
Mississippi,2025-05-01,14866410.08
Oklahoma,2025-05-01,114511618.14
Maryland,2025-05-01,103623500.27
Maine,2025-05-01,41288962.81
Pennsylvania,2025-05-01,101033771.02
Virginia,2025-05-01,15292743.74
New Brunswick,2025-05-01,2413081.29
Florida,2025-05-01,176368197.31
Puerto Rico,2025-05-01,11611295.92
Montana,2025-05-01,27806964.81
California,2025-05-01,348042290.83
Iowa,2025-05-01,1219329.40
Hawaii,2025-05-01,2955690.68
Missouri,2025-05-01,134023627.05
Vermont,2025-05-01,12754427.02
Arizona,2025-05-01,106069453.90
Alberta,2025-05-01,64811560.87
Louisiana,2025-05-01,18442839.01
New York,2025-05-01,154110020.34
Arkansas,2025-05-01,25605076.33
Ontario,2025-05-01,205362267.84
Colorado,2025-05-01,114611950.66
Illinois,2025-05-01,137809558.08
District of Columbia,2025-05-01,5414642.98
Alaska,2025-05-01,17933163.52
Massachusetts,2025-05-01,157743952.94
Nunavut,2025-05-01,1227070.31
Georgia,2025-05-01,1022959.64
Minnesota,2025-05-01,7660556.02
West Virginia,2025-05-01,8370827.41
Oregon,2025-05-01,81642104.78
Ohio,2025-05-01,89634434.46
New Jersey,2025-05-01,101457199.30
Rhode Island,2025-05-01,8939381.26
Newfoundland and Labrador,2025-05-01,5647015.04
North Carolina,2025-05-01,4352978.50
Nevada,2025-05-01,68990042.99
British Columbia,2025-05-01,62692465.88
Utah,2025-05-01,15272854.78
South Dakota,2025-05-01,6505169.49
Saskatchewan,2025-05-01,10341515.83
Texas,2025-05-01,213937.95
Yukon,2025-05-01,212177.13
Delaware,2025-05-01,1624189.42
Nova Scotia,2025-05-01,777327.73
New Hampshire,2025-05-01,829943.04
Manitoba,2025-05-01,12447959.90
Washington,2025-05-01,99684404.60
Michigan,2025-05-01,274370070.51
Illinois,2025-06-01,133584985.73
Arizona,2025-06-01,95827454.02
Rhode Island,2025-06-01,8840529.35
Newfoundland and Labrador,2025-06-01,5957791.83
Georgia,2025-06-01,1003215.73
Utah,2025-06-01,14439407.07
Puerto Rico,2025-06-01,12598477.67
Louisiana,2025-06-01,18430787.38
Oklahoma,2025-06-01,129923911.68
Missouri,2025-06-01,126177699.51
Nevada,2025-06-01,65118217.81
Alaska,2025-06-01,18338173.81
New Mexico,2025-06-01,47589437.72
Maryland,2025-06-01,98486207.92
Arkansas,2025-06-01,23266484.26
Iowa,2025-06-01,1129550.96
Oregon,2025-06-01,78167999.50
California,2025-06-01,332133125.99
Delaware,2025-06-01,1510570.92
Maine,2025-06-01,41278668.94
British Columbia,2025-06-01,70452059.19
Saskatchewan,2025-06-01,10403140.15
North Carolina,2025-06-01,4282227.53
Nunavut,2025-06-01,1168315.20
Minnesota,2025-06-01,7858386.94
Mississippi,2025-06-01,15846948.91
South Dakota,2025-06-01,6158508.18
Montana,2025-06-01,28401739.98
Colorado,2025-06-01,112126460.68
Pennsylvania,2025-06-01,97030851.52
Washington,2025-06-01,89863979.09
Ontario,2025-06-01,198571012.39
District of Columbia,2025-06-01,5486520.78
Florida,2025-06-01,170520944.25
Michigan,2025-06-01,262771140.52
Nova Scotia,2025-06-01,743337.08
Connecticut,2025-06-01,24005238.67
Virginia,2025-06-01,14815489.57
Manitoba,2025-06-01,12676024.04
Massachusetts,2025-06-01,151199262.54
North Dakota,2025-06-01,1447761.13
New Brunswick,2025-06-01,2625308.27
Vermont,2025-06-01,12413297.26
West Virginia,2025-06-01,7643602.71
Yukon,2025-06-01,213344.83
New York,2025-06-01,150640110.15
New Jersey,2025-06-01,99871368.68
Texas,2025-06-01,252747.51
Hawaii,2025-06-01,2901117.43
New Hampshire,2025-06-01,767210.71
Alberta,2025-06-01,65713419.38
Ohio,2025-06-01,88109873.95
Georgia,2025-07-01,1028415.95
Arizona,2025-07-01,97325176.58
Massachusetts,2025-07-01,159197822.00
New Hampshire,2025-07-01,860903.91
Saskatchewan,2025-07-01,10830258.83
Michigan,2025-07-01,276360039.21
Vermont,2025-07-01,13444610.96
Hawaii,2025-07-01,3108203.52
West Virginia,2025-07-01,8046453.98
New Jersey,2025-07-01,105685226.19
Manitoba,2025-07-01,14450547.30
British Columbia,2025-07-01,75342642.92
Ohio,2025-07-01,94534959.11
New York,2025-07-01,154205846.82
Alaska,2025-07-01,18579404.00
Arkansas,2025-07-01,24324103.58
Connecticut,2025-07-01,24495386.74
District of Columbia,2025-07-01,5744894.40
Minnesota,2025-07-01,8288991.80
Puerto Rico,2025-07-01,12464138.66
Louisiana,2025-07-01,19470259.86
Oregon,2025-07-01,81359322.82
Ontario,2025-07-01,196652622.08
North Carolina,2025-07-01,4692950.07
Colorado,2025-07-01,117656463.88
Delaware,2025-07-01,1603705.32
Rhode Island,2025-07-01,8989258.63
North Dakota,2025-07-01,1588756.45
Virginia,2025-07-01,14954317.16
Illinois,2025-07-01,131029786.80
South Dakota,2025-07-01,6232443.03
New Brunswick,2025-07-01,3060387.87
New Mexico,2025-07-01,48981066.11
Nevada,2025-07-01,66088471.71
Nova Scotia,2025-07-01,758407.53
Newfoundland and Labrador,2025-07-01,6415698.58
Pennsylvania,2025-07-01,98616281.33
Florida,2025-07-01,173755100.57
Montana,2025-07-01,30031113.03
Utah,2025-07-01,14482477.45
Mississippi,2025-07-01,19055149.37
Nunavut,2025-07-01,1067415.29
Oklahoma,2025-07-01,111236314.97
Iowa,2025-07-01,1247081.51
Alberta,2025-07-01,66051376.14
Maryland,2025-07-01,100809765.84
Maine,2025-07-01,43275899.66
Texas,2025-07-01,232046.07
Yukon,2025-07-01,212185.20
Missouri,2025-07-01,130813024.13
Washington,2025-07-01,96925880.67
California,2025-07-01,344019303.18
Ontario,2025-08-01,205130407.32
Maryland,2025-08-01,102078496.46
Michigan,2025-08-01,284995203.20
Montana,2025-08-01,30332183.86
Illinois,2025-08-01,130984387.53
North Dakota,2025-08-01,1535304.19
Oregon,2025-08-01,82409606.66
New Hampshire,2025-08-01,859453.96
Alaska,2025-08-01,17765685.14
Iowa,2025-08-01,1224023.81
California,2025-08-01,343233620.69
Connecticut,2025-08-01,24882218.43
Nunavut,2025-08-01,1135813.87
Hawaii,2025-08-01,3097018.40
Nevada,2025-08-01,67413392.07
South Dakota,2025-08-01,6113602.19
Louisiana,2025-08-01,19251514.63
Washington,2025-08-01,100419068.20
Oklahoma,2025-08-01,111702379.82
Arkansas,2025-08-01,24717111.20
Newfoundland and Labrador,2025-08-01,6444364.79
Missouri,2025-08-01,131637017.55
New Mexico,2025-08-01,49144833.83
Arizona,2025-08-01,96118227.67
Vermont,2025-08-01,13892822.22
West Virginia,2025-08-01,8009501.93
Virginia,2025-08-01,15333658.45
Rhode Island,2025-08-01,8920061.43
Texas,2025-08-01,203877.27
Mississippi,2025-08-01,18454164.14
Georgia,2025-08-01,1067612.80
North Carolina,2025-08-01,4772455.52
Alberta,2025-08-01,67737312.89
Ohio,2025-08-01,92208300.63
Delaware,2025-08-01,5149817.01
Pennsylvania,2025-08-01,95799969.66
British Columbia,2025-08-01,76336088.18
Saskatchewan,2025-08-01,10918853.42
Colorado,2025-08-01,118009887.08
Massachusetts,2025-08-01,162033194.55
Utah,2025-08-01,14532197.59
New York,2025-08-01,157232562.14
Minnesota,2025-08-01,9150784.86
Manitoba,2025-08-01,14438175.00
New Brunswick,2025-08-01,2952141.07
District of Columbia,2025-08-01,5751839.70
Florida,2025-08-01,173840043.58
Puerto Rico,2025-08-01,11100653.45
Nova Scotia,2025-08-01,790196.96
Maine,2025-08-01,44296455.50
Yukon,2025-08-01,213765.62
New Jersey,2025-08-01,105424646.49
West Virginia,2025-09-01,7567313.40
Oklahoma,2025-09-01,104100521.95
Utah,2025-09-01,14384940.64
Michigan,2025-09-01,252661787.31
British Columbia,2025-09-01,71823473.64
Washington,2025-09-01,95031931.88
New Hampshire,2025-09-01,771436.64
Oregon,2025-09-01,76110257.28
Alaska,2025-09-01,18195605.03
Delaware,2025-09-01,4447620.88
California,2025-09-01,318714271.05
Nevada,2025-09-01,63765047.86
Vermont,2025-09-01,12864918.74
Mississippi,2025-09-01,17383750.94
Arkansas,2025-09-01,22762777.70
Florida,2025-09-01,158157063.65
Illinois,2025-09-01,119516796.78
Ontario,2025-09-01,195200651.84
Puerto Rico,2025-09-01,9740753.76
Alberta,2025-09-01,63246975.64
Nova Scotia,2025-09-01,759581.01
New York,2025-09-01,154065973.44
Connecticut,2025-09-01,23691873.36
North Carolina,2025-09-01,4475763.71
Massachusetts,2025-09-01,149408138.99
Minnesota,2025-09-01,15843547.52
Newfoundland and Labrador,2025-09-01,6248835.81
District of Columbia,2025-09-01,5452259.14
Colorado,2025-09-01,107654324.69
Maine,2025-09-01,40269329.94
Missouri,2025-09-01,119997309.68
Virginia,2025-09-01,14107603.36
Hawaii,2025-09-01,2791811.31
Iowa,2025-09-01,1188290.81
Yukon,2025-09-01,206893.85
South Dakota,2025-09-01,5934749.59
Montana,2025-09-01,28038603.96
Saskatchewan,2025-09-01,10036522.02
Rhode Island,2025-09-01,7895042.51
Georgia,2025-09-01,1100184.09
New Jersey,2025-09-01,99706204.17
Ohio,2025-09-01,88588889.93
Maryland,2025-09-01,94373989.64
Texas,2025-09-01,617338.97
Louisiana,2025-09-01,20536649.88
New Mexico,2025-09-01,43967077.17
New Brunswick,2025-09-01,2778436.63
Nunavut,2025-09-01,1380537.09
Pennsylvania,2025-09-01,90014283.25
North Dakota,2025-09-01,1426895.56
Manitoba,2025-09-01,13319559.84
Arizona,2025-09-01,90413440.10
West Virginia,2025-10-01,8124521.94
Louisiana,2025-10-01,23506906.96
Alaska,2025-10-01,19539708.92
Saskatchewan,2025-10-01,10512868.66
Florida,2025-10-01,170115051.56
Minnesota,2025-10-01,22400061.23
Oklahoma,2025-10-01,105995459.77
Arizona,2025-10-01,100659506.84
Yukon,2025-10-01,212176.04
Nunavut,2025-10-01,682730.87
Utah,2025-10-01,15864949.26
Mississippi,2025-10-01,17658701.36
New Mexico,2025-10-01,46045846.26
Missouri,2025-10-01,128729505.84
Massachusetts,2025-10-01,155997873.28
Montana,2025-10-01,28975093.81
Maine,2025-10-01,41074855.11
Delaware,2025-10-01,5289959.01
New Jersey,2025-10-01,105684680.16
Nova Scotia,2025-10-01,754696.04
Michigan,2025-10-01,269326697.06
Alberta,2025-10-01,67227837.00
New Hampshire,2025-10-01,980699.53
Nevada,2025-10-01,67354075.78
Rhode Island,2025-10-01,8360523.12
Maryland,2025-10-01,101233069.44
Manitoba,2025-10-01,14271157.90
Georgia,2025-10-01,1076992.13
Ohio,2025-10-01,94602669.14
Pennsylvania,2025-10-01,92287168.13
Oregon,2025-10-01,79139327.34
North Dakota,2025-10-01,1479987.13
Hawaii,2025-10-01,2879870.00
Connecticut,2025-10-01,24864752.86
Colorado,2025-10-01,110605590.38
Puerto Rico,2025-10-01,10600651.33
New Brunswick,2025-10-01,2867547.62
District of Columbia,2025-10-01,5929090.09
Iowa,2025-10-01,1238267.53
South Dakota,2025-10-01,6158418.01
Virginia,2025-10-01,15123561.13
Newfoundland and Labrador,2025-10-01,5928235.52
Ontario,2025-10-01,195208317.80
New York,2025-10-01,148519596.05
Vermont,2025-10-01,13239040.52
Arkansas,2025-10-01,24591829.84
Texas,2025-10-01,424594.69
Illinois,2025-10-01,128372209.68
British Columbia,2025-10-01,32262918.91
Washington,2025-10-01,96787792.76
California,2025-10-01,339138716.03
North Carolina,2025-10-01,5057310.84
Maryland,2025-11-01,98835394.89
Alaska,2025-11-01,16970813.73
Arkansas,2025-11-01,25210448.57
Colorado,2025-11-01,105426030.86
Michigan,2025-11-01,261410765.04
Vermont,2025-11-01,11953864.36
California,2025-11-01,332831168.74
Hawaii,2025-11-01,3132097.06
Montana,2025-11-01,27844161.85
Georgia,2025-11-01,1039058.80
Florida,2025-11-01,164284952.45
Nunavut,2025-11-01,549773.96
Washington,2025-11-01,94404024.89
District of Columbia,2025-11-01,5787216.53
Massachusetts,2025-11-01,149387649.06
British Columbia,2025-11-01,80455399.09
Puerto Rico,2025-11-01,10339377.54
Oregon,2025-11-01,76188770.51
Yukon,2025-11-01,206907.92
Iowa,2025-11-01,1173130.39
Manitoba,2025-11-01,13139894.36
Delaware,2025-11-01,4705809.17
Nevada,2025-11-01,64279558.67
North Carolina,2025-11-01,4866267.59
New Hampshire,2025-11-01,835570.66
Missouri,2025-11-01,125862054.24
Newfoundland and Labrador,2025-11-01,5814728.10
Ohio,2025-11-01,94645417.93
Ontario,2025-11-01,184731915.53
Utah,2025-11-01,15386220.82
Louisiana,2025-11-01,23301572.60
Pennsylvania,2025-11-01,93186209.56
Maine,2025-11-01,37964770.81
New Mexico,2025-11-01,45006573.01
Virginia,2025-11-01,14915623.10
Mississippi,2025-11-01,16408673.89
Nova Scotia,2025-11-01,724147.16
Arizona,2025-11-01,100703985.76
Minnesota,2025-11-01,22164284.66
New Jersey,2025-11-01,105312300.87
Connecticut,2025-11-01,24126834.30
Oklahoma,2025-11-01,101382198.98
Rhode Island,2025-11-01,7839799.98
South Dakota,2025-11-01,5596996.88
Alberta,2025-11-01,62864874.89
New York,2025-11-01,149135616.78
Illinois,2025-11-01,125164516.28
Texas,2025-11-01,387448.04
North Dakota,2025-11-01,1372400.73
Saskatchewan,2025-11-01,9614766.03
West Virginia,2025-11-01,7645216.84
New Brunswick,2025-11-01,2457027.78
North Dakota,2025-12-01,1396833.81
Ontario,2025-12-01,196869623.86
Delaware,2025-12-01,5013155.31
Illinois,2025-12-01,131980281.91
District of Columbia,2025-12-01,6016710.77
Hawaii,2025-12-01,3264157.67
Puerto Rico,2025-12-01,10449129.63
Maine,2025-12-01,38640498.35
Missouri,2025-12-01,133809872.06
Maryland,2025-12-01,103550452.77
Washington,2025-12-01,98534275.94
Oregon,2025-12-01,79251739.05
Yukon,2025-12-01,213881.73
Utah,2025-12-01,15921843.18
Florida,2025-12-01,172001846.82
New Mexico,2025-12-01,47031819.63
Mississippi,2025-12-01,17259805.37
Massachusetts,2025-12-01,157426642.14
Newfoundland and Labrador,2025-12-01,6023740.50
Nevada,2025-12-01,65147954.59
Rhode Island,2025-12-01,8821011.56
Iowa,2025-12-01,1185338.07
Arkansas,2025-12-01,25806869.04
Saskatchewan,2025-12-01,10023329.92
North Carolina,2025-12-01,4919624.42
Vermont,2025-12-01,13012575.63
Pennsylvania,2025-12-01,97419098.33
Nunavut,2025-12-01,522535.76
New Hampshire,2025-12-01,871794.26
Connecticut,2025-12-01,26310240.71
New Brunswick,2025-12-01,2587902.32
South Dakota,2025-12-01,5824724.31
Alaska,2025-12-01,17319820.51
West Virginia,2025-12-01,8014817.95
Georgia,2025-12-01,390365.60
Colorado,2025-12-01,111125305.34
New Jersey,2025-12-01,113238271.09
Virginia,2025-12-01,16228097.61
Oklahoma,2025-12-01,103841149.96
Manitoba,2025-12-01,13647059.37
Arizona,2025-12-01,105766077.34
Texas,2025-12-01,412622.35
British Columbia,2025-12-01,90052975.59
Louisiana,2025-12-01,25806103.84
Minnesota,2025-12-01,24246886.68
Michigan,2025-12-01,271475200.94
California,2025-12-01,346859946.77
Kentucky,2025-12-01,49551.80
Montana,2025-12-01,28032883.92
Nova Scotia,2025-12-01,767873.22
New York,2025-12-01,158448986.31
Alberta,2025-12-01,66708332.46
Ohio,2025-12-01,100357788.23
Washington,2026-01-01,93762832.40
Oregon,2026-01-01,76521730.35
British Columbia,2026-01-01,81431666.48
Ohio,2026-01-01,100254082.25
Minnesota,2026-01-01,24979116.70
Arizona,2026-01-01,103083832.83
Hawaii,2026-01-01,3061054.46
Missouri,2026-01-01,126720628.23
New Brunswick,2026-01-01,2496044.17
Virginia,2026-01-01,15629280.00
North Dakota,2026-01-01,1511046.78
Alaska,2026-01-01,16032003.55
Utah,2026-01-01,16653316.02
Pennsylvania,2026-01-01,95659110.15
Iowa,2026-01-01,1182051.19
North Carolina,2026-01-01,4244977.20
Ontario,2026-01-01,186727765.70
Illinois,2026-01-01,125059735.89
Louisiana,2026-01-01,27510807.18
Rhode Island,2026-01-01,9146754.98
Michigan,2026-01-01,228166419.33
Oklahoma,2026-01-01,105074728.12
New Hampshire,2026-01-01,787596.35
Georgia,2026-01-01,471004.07
New Mexico,2026-01-01,44228233.02
Kentucky,2026-01-01,339496.69
Maryland,2026-01-01,99648899.83
Arkansas,2026-01-01,25813226.16
Colorado,2026-01-01,107186853.30
Alberta,2026-01-01,63394929.03
Montana,2026-01-01,27314256.77
Yukon,2026-01-01,213870.56
California,2026-01-01,333642391.99
Connecticut,2026-01-01,24671481.45
Puerto Rico,2026-01-01,9888243.54
Florida,2026-01-01,164371329.87
District of Columbia,2026-01-01,5944353.07
Manitoba,2026-01-01,12960756.00
Mississippi,2026-01-01,16063666.63
Newfoundland and Labrador,2026-01-01,5751305.68
West Virginia,2026-01-01,7807174.39
Nevada,2026-01-01,62860382.53
Nova Scotia,2026-01-01,680537.77
Massachusetts,2026-01-01,149067713.05
Vermont,2026-01-01,12801665.20
New Jersey,2026-01-01,107542853.51
South Dakota,2026-01-01,5587975.15
Delaware,2026-01-01,4893834.78
New York,2026-01-01,150990370.57
Texas,2026-01-01,390067.20
Saskatchewan,2026-01-01,9353422.88
Nunavut,2026-01-01,463942.84
Maine,2026-01-01,37280383.27
Florida,2026-02-01,155401676.27
Puerto Rico,2026-02-01,9199208.26
Mississippi,2026-02-01,15213121.46
Missouri,2026-02-01,120924574.39
Nova Scotia,2026-02-01,691614.84
Texas,2026-02-01,375391.49
Colorado,2026-02-01,99750823.83
New Mexico,2026-02-01,43001682.28
New Jersey,2026-02-01,99203981.53
Washington,2026-02-01,87332879.33
Louisiana,2026-02-01,27296596.06
New York,2026-02-01,140388756.21
New Brunswick,2026-02-01,2232740.33
Oklahoma,2026-02-01,102641451.24
Vermont,2026-02-01,12113235.73
Nunavut,2026-02-01,521012.31
Yukon,2026-02-01,193146.94
Connecticut,2026-02-01,22577296.30
Michigan,2026-02-01,235822589.10
Arkansas,2026-02-01,25814201.21
Utah,2026-02-01,15330587.49
Delaware,2026-02-01,4994634.17
Alaska,2026-02-01,15294056.11
Virginia,2026-02-01,13852012.83
Illinois,2026-02-01,118297963.27
California,2026-02-01,311282573.99
District of Columbia,2026-02-01,5524404.79
Newfoundland and Labrador,2026-02-01,5378967.58
Maryland,2026-02-01,93122446.27
Saskatchewan,2026-02-01,8530075.17
Montana,2026-02-01,25660864.08
Kentucky,2026-02-01,512763.56
West Virginia,2026-02-01,7396768.14
Manitoba,2026-02-01,11135754.52
North Dakota,2026-02-01,1494559.78
South Dakota,2026-02-01,5285678.28
Massachusetts,2026-02-01,136870585.06
Pennsylvania,2026-02-01,89768309.93
New Hampshire,2026-02-01,645357.32
Nevada,2026-02-01,59475316.10
Oregon,2026-02-01,71088934.49
North Carolina,2026-02-01,4501474.14
Georgia,2026-02-01,604555.83
Iowa,2026-02-01,1077190.49
Ontario,2026-02-01,164915603.62
Hawaii,2026-02-01,2718555.29
Minnesota,2026-02-01,23693959.02
Arizona,2026-02-01,96779687.66
Ohio,2026-02-01,96021306.07
Maine,2026-02-01,35225316.85
Alberta,2026-02-01,60841159.64
British Columbia,2026-02-01,81856516.81
Rhode Island,2026-02-01,9314450.33
Vermont,2026-03-01,13011400.06
California,2026-03-01,341411499.60
Washington,2026-03-01,96188788.19
Florida,2026-03-01,174374881.90
Nevada,2026-03-01,66493634.78
Oregon,2026-03-01,77876601.83
Iowa,2026-03-01,1198083.86
Ontario,2026-03-01,188608899.73
Massachusetts,2026-03-01,149551496.60
Montana,2026-03-01,28164173.49
Illinois,2026-03-01,129512622.34
Texas,2026-03-01,495336.66
Hawaii,2026-03-01,2974573.73
Arizona,2026-03-01,108559621.71
West Virginia,2026-03-01,7836119.50
Minnesota,2026-03-01,27106167.65
British Columbia,2026-03-01,72817199.14
Oklahoma,2026-03-01,102200167.29
Delaware,2026-03-01,5353611.79
North Carolina,2026-03-01,4864874.39
Maryland,2026-03-01,101694369.40
Utah,2026-03-01,15332936.27
New Brunswick,2026-03-01,2428870.04
Michigan,2026-03-01,256808938.87
District of Columbia,2026-03-01,5926299.45
Arkansas,2026-03-01,25815534.30
North Dakota,2026-03-01,1758621.36
Maine,2026-03-01,37763486.34
New Jersey,2026-03-01,107558431.47
Colorado,2026-03-01,107501862.44
South Dakota,2026-03-01,5760796.50
Ohio,2026-03-01,107085577.05
Newfoundland and Labrador,2026-03-01,6362732.88
Nunavut,2026-03-01,563303.57
Puerto Rico,2026-03-01,10254762.43
Virginia,2026-03-01,15192555.50
New Mexico,2026-03-01,47576998.24
Manitoba,2026-03-01,12195110.94
Mississippi,2026-03-01,15260911.66
Missouri,2026-03-01,132196589.60
Pennsylvania,2026-03-01,96442826.41
Connecticut,2026-03-01,24308632.44
